product_id,category_name,category_value,product_title,product_url,section_type,section_label,section_text
3153599,투어,tour,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,positive,✅ 포함 사항,"• 💙한국인 가이드 관련 제반 비용 💙1일 버스 이용료 💙교통 제반 비용 (교통비, 주차비) 💙돈키호테 할인 쿠폰 증정 💙빅카메라 할인 쿠폰 증정 💙벳부 (가마도지옥) 무료 입장권 / 타올 증정 💙우메가에모찌 증정"
3153599,투어,tour,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,negative,❌ 불포함 사항,• ✓ 중식(자유중식) ✓ 개인 경비 ✓ 여행자보험 (출국 전 개별 가입 권장드립니다.)
3153599,투어,tour,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,positive,📍 이용 안내,"시간: ⭐️ 미팅시간 : 07:30 / 출발시간 : 07:50 (구글지도검색 : 로손 오리엔탈호텔후쿠오카) ( 4-23 Hakataekichuogai, Hakata Ward, Fukuoka, 812-0012 일본 ) * 미팅 장소, 시간을 사전에 숙지해 주시고 투어 당일 여유롭게 미팅 장소로 모여주시길 바랍니다. 라쿠투어 빨간색 피켓을 들고 있는 가이드를 찾아주세요."
3153599,투어,tour,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,positive,📍 이용 안내,"장소: ** 하카타역(博多駅) 치쿠시구치(筑紫口) 출구 오리엔탈호텔 1층 로손 편의점 앞 미팅 (구글지도검색 : 로손 오리엔탈호텔후쿠오카)( 4-23 Hakataekichuogai, Hakata Ward, Fukuoka, 812-0012 일본 ) ** 라쿠투어 피켓을 든 가이드를 찾아주세요 !"
3153599,투어,tour,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,negative,🔄 취소 정책,본 상품은 국외여행 표준약관 제6조(특약)에 따라 일반 소비자분쟁해결기준과 다른 취소수수료가 적용됩니다. 예약 전 취소 규정을 반드시 확인해 주세요. - 여행시작 30일 전까지 (~30) 통보시 : 여행 요금 전액 환불 - 여행시작 20일 전까지 (29~20) ...
3153599,투어,tour,[🎁모찌증정&입장료포함] 매일출발 후쿠오카버스투어 다자이후 유후인 벳푸 투어 (라쿠투어),https://experiences.myrealtrip.com/products/3153599,positive,상품 설명 · copy_text,"**★전날짜★리뷰이벤트 특가** ⭐ 4.925377833753148 (리뷰 3176개) ⭐️ 라쿠투어를 놓치면 안되는 이유...! ⭐️ 라쿠투어는 다른 후쿠오카 투어에 비해 빠르게 출발해요! 관광지 어디를 가든 혼잡도가 ... **포함 사항** • 💙한국인 가이드 관련 제반 비용 💙1일 버스 이용료 💙교통 제반 비용 (교통비, 주차비) 💙돈키호테 할인 쿠폰 증정 💙빅카메라 할인 쿠폰 증정 💙벳부 (가마도지옥) 무료 입장권 / 타올 증정 💙우메가에모찌 증정 **불포함 사항** • ✓ 중식(자유중식) ✓ 개인 경비 ✓ 여행자보험 (출국 전 개별 가입 권장드립니다.) 🔗 https://www.myrealtrip.com/traveler-experiences/3153599"
4634494,투어,tour,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,positive,"상품 설명 · 성인, 6월",˚˖𓍢ִ໋✧˚.⋆ °❀⋆.ೃ࿔*:･ ˚˖𓍢ִ໋✧˚.⋆ °❀⋆.ೃ࿔*:･ ˚˖𓍢ִ໋✧˚.⋆ °❀⋆.ೃ࿔*:･ ˚˖𓍢ִ໋✧˚.⋆ °❀⋆.ೃ࿔*:･ ˚˖𓍢ִ໋✧˚.⋆ °❀...
4634494,투어,tour,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,neutral,"성인, 6월",⭐ 4.946428571428571 (리뷰 168개)
4634494,투어,tour,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,neutral,"성인, 6월",마이리얼트립에서 보기
4634494,투어,tour,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,positive,✅ 포함 사항,"• 1일 차량 이용료 아프리칸 사파리 입장료 -성인(고등학생 이상) : 2,600 엔 -소인(48개월~중학생) : 1,500 엔 -유아(~47개월까지) : 무료 가마도지옥 온천 입장료, 족욕수건(2인 1장) 온천수에 삶은 계란, 라무네 사이다 -성인/소인만 제공 (유아는 라무네, 계란이 제공되지 않습니다.) 한국인 전문가이드 또는 드라이빙가이드"
4634494,투어,tour,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,negative,❌ 불포함 사항,• * 중식 * 후레아이 동물원 먹이 체험비용 - 200엔 * 기타 개인 비용 * 개별 여행자 보험
4634494,투어,tour,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,positive,📍 이용 안내,시간: 07:40
4634494,투어,tour,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,positive,📍 이용 안내,장소: 로손 오리엔탈호텔 후쿠오카점
4634494,투어,tour,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,negative,🔄 취소 정책,본 상품은 국외여행 표준약관 제6조(특약)에 따라 일반 소비자분쟁해결기준과 다른 취소수수료가 적용됩니다. 예약 전 취소 규정을 반드시 확인해 주세요. - 여행시작 7일 전까지(~7) 통보시 : 여행 요금 전액 환불 - 여행시작 3일 전까지(6~3) 통보시 : 상...
4634494,투어,tour,[🦁벳푸 아프리칸 사파리 입장료포함] 후쿠오카 유후인 벳부 일일 소소버스투어,https://experiences.myrealtrip.com/products/4634494,positive,상품 설명 · copy_text,"**성인, 6월** ⭐ 4.946428571428571 (리뷰 168개) ˚˖𓍢ִ໋✧˚.⋆ °❀⋆.ೃ࿔*:･ ˚˖𓍢ִ໋✧˚.⋆ °❀⋆.ೃ࿔*:･ ˚˖𓍢ִ໋✧˚.⋆ °❀⋆.ೃ࿔*:･ ˚˖𓍢ִ໋✧˚.⋆ °❀⋆.ೃ࿔*:･ ˚˖𓍢ִ໋✧˚.⋆ °❀... **포함 사항** • 1일 차량 이용료 아프리칸 사파리 입장료 -성인(고등학생 이상) : 2,600 엔 -소인(48개월~중학생) : 1,500 엔 -유아(~47개월까지) : 무료 가마도지옥 온천 입장료, 족욕수건(2인 1장) 온천수에 삶은 계란, 라무네 사이다 -성인/소인만 제공 (유아는 라무네, 계란이 제공되지 않습니다.) 한국인 전문가이드 또는 드라이빙가이드 **불포함 사항** • * 중식 * 후레아이 동물원 먹이 체험비용 - 200엔 * 기타 개인 비용 * 개별 여행자 보험 🔗 https://www.myrealtrip.com/traveler-experiences/4634494"
3153607,투어,tour,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,neutral,🧡전 날짜🧡 리뷰이벤트 특가,🚩🚩히타+유후인+유후다케+벳푸 N...
3153607,투어,tour,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,neutral,🧡전 날짜🧡 리뷰이벤트 특가,⭐ 4.935695538057743 (리뷰 762개)
3153607,투어,tour,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,neutral,🧡전 날짜🧡 리뷰이벤트 특가,마이리얼트립에서 보기
3153607,투어,tour,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,positive,✅ 포함 사항,"• 💙한국인 가이드 관련 제반 비용 💙1일 버스 이용료 💙교통 제반 비용 (교통비, 주차비) 💙돈키호테 할인 쿠폰 증정 💙빅카메라 할인 쿠폰 증정 💙가마도지옥 타올 증정"
3153607,투어,tour,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,negative,❌ 불포함 사항,• 💙 중식(자유중식) 💙 개인 경비 💙 여행자보험 (출국 전 개별 가입 권장드립니다.)
3153607,투어,tour,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,positive,📍 이용 안내,"시간: ⭐️ 미팅시간 : 07:30 / 출발시간 : 07:50 (구글지도검색 : 로손 오리엔탈호텔후쿠오카) ( 4-23 Hakataekichuogai, Hakata Ward, Fukuoka, 812-0012 일본 ) * 미팅 장소, 시간을 사전에 숙지해 주시고 투어 당일 여유롭게 미팅 장소로 모여주시길 바랍니다. 라쿠투어 빨간색 피켓을 들고 있는 가이드를 찾아주세요."
3153607,투어,tour,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,positive,📍 이용 안내,"장소: ** 하카타역(博多駅) 치쿠시구치(筑紫口) 출구 오리엔탈호텔 1층 로손 편의점 앞 미팅 (구글지도검색 : 로손 오리엔탈호텔후쿠오카)( 4-23 Hakataekichuogai, Hakata Ward, Fukuoka, 812-0012 일본 ) ** 라쿠투어 피켓을 든 가이드를 찾아주세요 !"
3153607,투어,tour,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,negative,🔄 취소 정책,본 상품은 국외여행 표준약관 제6조(특약)에 따라 일반 소비자분쟁해결기준과 다른 취소수수료가 적용됩니다. 예약 전 취소 규정을 반드시 확인해 주세요. - 여행시작 30일 전까지 (~30) 통보시 : 여행 요금 전액 환불 - 여행시작 20일 전까지 (29~20) ...
3153607,투어,tour,"[💓히타오픈💓] ""히타+유후인+유후다케+벳푸"" 후쿠오카 버스투어 일일투어 (라쿠투어)",https://experiences.myrealtrip.com/products/3153607,positive,상품 설명 · copy_text,"**🧡전 날짜🧡 리뷰이벤트 특가** ⭐ 4.935695538057743 (리뷰 762개) 🚩🚩히타+유후인+유후다케+벳푸 N... **포함 사항** • 💙한국인 가이드 관련 제반 비용 💙1일 버스 이용료 💙교통 제반 비용 (교통비, 주차비) 💙돈키호테 할인 쿠폰 증정 💙빅카메라 할인 쿠폰 증정 💙가마도지옥 타올 증정 **불포함 사항** • 💙 중식(자유중식) 💙 개인 경비 💙 여행자보험 (출국 전 개별 가입 권장드립니다.) 🔗 https://www.myrealtrip.com/traveler-experiences/3153607"
3517328,투어,tour,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",https://experiences.myrealtrip.com/products/3517328,positive,"상품 설명 · [후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",최소출발인원 1인 이상으로 예약과 동시에 출발확정 가능합니다.^^ ﻿ &nbs...
3517328,투어,tour,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",https://experiences.myrealtrip.com/products/3517328,neutral,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",⭐ 4.907117008443908 (리뷰 829개)
3517328,투어,tour,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",https://experiences.myrealtrip.com/products/3517328,neutral,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",마이리얼트립에서 보기
3517328,투어,tour,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",https://experiences.myrealtrip.com/products/3517328,positive,✅ 포함 사항,• - 한국인 가이드 - 전용차량 이용료 - 관광지 입장료 - 가이드 및 기사 경비 포함 - 딜 상에 기재된 특전
3517328,투어,tour,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",https://experiences.myrealtrip.com/products/3517328,negative,❌ 불포함 사항,"• 여행자보험, 중/석식 비용 및 기타 개인경비"
3517328,투어,tour,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",https://experiences.myrealtrip.com/products/3517328,positive,📍 이용 안내,시간: 07:40~07:55
3517328,투어,tour,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",https://experiences.myrealtrip.com/products/3517328,positive,📍 이용 안내,장소: 하카타역 치쿠시구치(筑紫口) 로 나오시면 왼쪽편 오리엔탈 호텔 건물 1층에 로손 편의점이 위치하고있습니다. 구글맵 검색시 '로손 오리엔탈 호텔 후쿠오카점' 으로 검색
3517328,투어,tour,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",https://experiences.myrealtrip.com/products/3517328,negative,🔄 취소 정책,본 상품은 국외여행 표준약관 제6조(특약)에 따라 일반 소비자분쟁해결기준과 다른 취소수수료가 적용됩니다. 예약 전 취소 규정을 반드시 확인해 주세요. - 여행일 기준 7일 전까지 취소 요청 시 : 전액 환불 - 여행일 기준 6 ~ 4일 전까지 취소 요청 시 : ...
3517328,투어,tour,"[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능",https://experiences.myrealtrip.com/products/3517328,positive,상품 설명 · copy_text,"**[후쿠오카 버스투어] 100프로 확정 다자이후,유후인,벳부 차량내 무료 Wi-Fi 가능** ⭐ 4.907117008443908 (리뷰 829개) 최소출발인원 1인 이상으로 예약과 동시에 출발확정 가능합니다.^^ ﻿ &nbs... **포함 사항** • - 한국인 가이드 - 전용차량 이용료 - 관광지 입장료 - 가이드 및 기사 경비 포함 - 딜 상에 기재된 특전 **불포함 사항** • 여행자보험, 중/석식 비용 및 기타 개인경비 🔗 https://www.myrealtrip.com/traveler-experiences/3517328"
3411996,투어,tour,[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어,https://experiences.myrealtrip.com/products/3411996,positive,"상품 설명 · 봄 한정 특가 (성인/소인), 4~5월, 유후인하차",💓 주말에도 예약 확정 및 안내를 도와 드립니다. 💓 출발 전날에도 좌석이 있는 경우는 예약이 가능할 수 있습니다. </...
3411996,투어,tour,[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어,https://experiences.myrealtrip.com/products/3411996,neutral,"봄 한정 특가 (성인/소인), 4~5월, 유후인하차",⭐ 4.889428918590522 (리뷰 823개)
3411996,투어,tour,[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어,https://experiences.myrealtrip.com/products/3411996,neutral,"봄 한정 특가 (성인/소인), 4~5월, 유후인하차",마이리얼트립에서 보기
3411996,투어,tour,[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어,https://experiences.myrealtrip.com/products/3411996,positive,✅ 포함 사항,"• 1. 1일 버스 이용료 2. 한국인 전문 가이드 3. 우메가에 모찌 증정 (A,B코스) 4. 가마도 지옥 온천 입장료 (A코스) 5. 지옥 온천물에 삶은 달걀 1개 + 라무네 사이다 1개 + 족욕 수건(2인1개) (A코스) 6. 유후인 유노츠보 상점가 지도 (A,B코스) 7. 히타 지도 (B코스) 8. 돈키호테 10% + 5% 할인쿠폰 9. 와이파이 & 유심 할인 링크"
3411996,투어,tour,[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어,https://experiences.myrealtrip.com/products/3411996,negative,❌ 불포함 사항,"• - 현지 식비 (식사, 군것질) '개별 여행자 보험'"
3411996,투어,tour,[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어,https://experiences.myrealtrip.com/products/3411996,positive,📍 이용 안내,시간: 07:40
3411996,투어,tour,[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어,https://experiences.myrealtrip.com/products/3411996,positive,📍 이용 안내,장소: 로손 오리엔탈호텔후쿠오카
3411996,투어,tour,[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어,https://experiences.myrealtrip.com/products/3411996,negative,🔄 취소 정책,본 상품은 국외여행 표준약관 제6조(특약)에 따라 일반 소비자분쟁해결기준과 다른 취소수수료가 적용됩니다. 예약 전 취소 규정을 반드시 확인해 주세요. - 여행시작 7일 전까지(~7) 통보시 : 여행 요금 전액 환불 - 여행시작 3일 전까지(6~3) 통보시 : 상...
3411996,투어,tour,[💝명물간식 유후인 승차/하차] 후쿠오카 유후인 벳부 히타 일일 당일 소소버스투어,https://experiences.myrealtrip.com/products/3411996,positive,상품 설명 · copy_text,"**봄 한정 특가 (성인/소인), 4~5월, 유후인하차** ⭐ 4.889428918590522 (리뷰 823개) 💓 주말에도 예약 확정 및 안내를 도와 드립니다. 💓 출발 전날에도 좌석이 있는 경우는 예약이 가능할 수 있습니다. </... **포함 사항** • 1. 1일 버스 이용료 2. 한국인 전문 가이드 3. 우메가에 모찌 증정 (A,B코스) 4. 가마도 지옥 온천 입장료 (A코스) 5. 지옥 온천물에 삶은 달걀 1개 + 라무네 사이다 1개 + 족욕 수건(2인1개) (A코스) 6. 유후인 유노츠보 상점가 지도 (A,B코스) 7. 히타 지도 (B코스) 8. 돈키호테 10% + 5% 할인쿠폰 9. 와이파이 & 유심 할인 링크 **불포함 사항** • - 현지 식비 (식사, 군것질) '개별 여행자 보험' 🔗 https://www.myrealtrip.com/traveler-experiences/3411996"
3154174,투어,tour,[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스,https://experiences.myrealtrip.com/products/3154174,positive,"B코스 - 08:00출발, 할인특가","다유벳 1일 버스투어, 특별한 이유는? 🚌✨ ① 다자이후 · 유후인 · 벳부 하루 완성 코스 ⛩️ ② 벳부 가마도지옥 입..."
3154174,투어,tour,[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스,https://experiences.myrealtrip.com/products/3154174,positive,"B코스 - 08:00출발, 할인특가",⭐ 4.712044300876788 (리뷰 2167개)
3154174,투어,tour,[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스,https://experiences.myrealtrip.com/products/3154174,positive,"B코스 - 08:00출발, 할인특가",마이리얼트립에서 보기
3154174,투어,tour,[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스,https://experiences.myrealtrip.com/products/3154174,positive,✅ 포함 사항,"• 1일 버스 이용료, 현지 한국인 가이드 [특전] 01 벳부 가마도지옥 입장권 성인(고등학생이상) 500엔, 소인(어린이~중학생) 250엔 02 유투어버스 자체 제작 지도 제공!(유후인) 03 치이즈 x 유투어버스 최대 9장 쿠폰 제공 04 팁랩 포레스트 후쿠오카 어른과 아이 모두 즐길 수 있는 체험형 아트 뮤지엄 입장료 10% 할인가 제공 05 온천달걀+사이다+타올 2인 1매 06 돈키호테 면세할인쿠폰특전 제공(최대 10%+5%or7% 할인) 07 전국 라라포트 종합쇼핑몰 상품구매 10%+면세 10%+기념품(랜덤)"
3154174,투어,tour,[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스,https://experiences.myrealtrip.com/products/3154174,negative,❌ 불포함 사항,"• [!] 불포함사항 : 현지 런치 비용, 기타 개인비용"
3154174,투어,tour,[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스,https://experiences.myrealtrip.com/products/3154174,positive,📍 이용 안내,시간: 📍A코스 [08:35 ~ 08:45] 하카타역 치쿠시구치 출구 방면 오리엔탈호텔 1층 로손 편의점 앞 주차장 미팅 *미팅장소에서 유투어버스 깃발을 들고 있는 가이드를 만나 명단체크 후 가이드의 안내에 따라 버스에 탑승하시면 됩니다. [08:50] 버스출발 📍B코스 [07:45 ~ 07:55] 하카타역 치쿠시구치 출구 방면 오리엔탈호텔 1층 로손 편의점 앞 주차장 미팅 *미팅장소에서 유투어버스 깃발을 들고 있는 가이드를 만나 명단체크 후 가이드의 안내에 따라 버스에 탑승하시면 됩니다. [08:00] 버스출발
3154174,투어,tour,[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스,https://experiences.myrealtrip.com/products/3154174,positive,📍 이용 안내,장소: 하카타역(博多駅) 치쿠시구치(筑紫口) 출구 방면 오리엔탈호텔 1층 로손 편의점 앞 주차장 미팅
3154174,투어,tour,[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스,https://experiences.myrealtrip.com/products/3154174,negative,🔄 취소 정책,- 여행일 기준 1일 전 오전 9시 이전 통보 시: 여행 요금 100% 전액 환불 - 여행일 기준 1일 전 오전 9시 이후 통보 시 : 취소/환불 불가 *취소 요청 날짜와 시간은 여행 상품이 진행되는 현지 시간을 따릅니다.
3154174,투어,tour,[유후인 벳부 다자이후] 후쿠오카 1일 버스투어 간식 입장료 포함 9가지 특전 유투어버스,https://experiences.myrealtrip.com/products/3154174,positive,상품 설명 · copy_text,"**B코스 - 08:00출발, 할인특가** ⭐ 4.712044300876788 (리뷰 2167개) 다유벳 1일 버스투어, 특별한 이유는? 🚌✨ ① 다자이후 · 유후인 · 벳부 하루 완성 코스 ⛩️ ② 벳부 가마도지옥 입... **포함 사항** • 1일 버스 이용료, 현지 한국인 가이드 [특전] 01 벳부 가마도지옥 입장권 성인(고등학생이상) 500엔, 소인(어린이~중학생) 250엔 02 유투어버스 자체 제작 지도 제공!(유후인) 03 치이즈 x 유투어버스 최대 9장 쿠폰 제공 04 팁랩 포레스트 후쿠오카 어른과 아이 모두 즐길 수 있는 체험형 아트 뮤지엄 입장료 10% 할인가 제공 05 온천달걀+사이다+타올 2인 1매 06 돈키호테 면세할인쿠폰특전 제공(최대 10%+5%or7% 할인) 07 전국 라라포트 종합쇼핑몰 상품구매 10%+면세 10%+기념품(랜덤) **불포함 사항** • [!] 불포함사항 : 현지 런치 비용, 기타 개인비용 🔗 https://www.myrealtrip.com/traveler-experiences/3154174"
4521749,투어,tour,[1명부터출발확정] 후쿠오카 이토시마 반나절 하프데이 버스투어 대형버스 한국인가이드,https://experiences.myrealtrip.com/products/4521749,positive,상품 설명 · 이토시마 오후투어 리뷰 특가,"<img style=""aspect-ratio:969/3021;"" src=""https://dry7pvlp22cox.cloudfront.net/..."
4521749,투어,tour,[1명부터출발확정] 후쿠오카 이토시마 반나절 하프데이 버스투어 대형버스 한국인가이드,https://experiences.myrealtrip.com/products/4521749,neutral,이토시마 오후투어 리뷰 특가,⭐ 4.906148867313916 (리뷰 309개)
4521749,투어,tour,[1명부터출발확정] 후쿠오카 이토시마 반나절 하프데이 버스투어 대형버스 한국인가이드,https://experiences.myrealtrip.com/products/4521749,neutral,이토시마 오후투어 리뷰 특가,마이리얼트립에서 보기
