全国地方公共団体コード,地方公共団体名,区名,エリア,カテゴリー,屋台ID,屋台開店情報連携ID,新規屋台,名称,名称_カナ,名称_英語,住所,郵便番号,所在地_全国地方公共団体コード,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,緯度,経度,Google Map,アクセス,電話番号,Instagram情報,利用可能曜日,定休日,定休日_英語,営業時間,開始時間,終了時間,多言語メニュー,外国語での接客可能,子連れOK,車いすOK,チャージ・お通し無し,予約可能,貸切可能,レシート発行,現金,キャッシュレス決済可能,クレジットカード対応,開業／廃業フラグ,リード文,リード文_英語,本文,予算,URL,よかなびURL,外観写真,メニュー画像１_日本語,メニュー画像１_英語,メニュー画像２_日本語,メニュー画像２_英語,画像１,画像２,画像３,画像４,画像５,画像_ライセンス
401307,福岡県福岡市,中央区,その他,ラーメン/焼きラーメン/焼き鳥/おでん/洋食・西洋料理/中華料理,122498,HL10039656,0,うまっつら,ウマッツラ,Umattsura,〒810-0042 福岡県福岡市中央区赤坂1-1,810-0042,401307,福岡県福岡市中央区赤坂1-1,福岡県,福岡市,赤坂１丁目,1,33.585282,130.3912501,https://maps.app.goo.gl/XotwXU9AB7PoCRyQ6,地下鉄空港線（1号線） 赤坂駅 徒歩5分,090-3739-2859,,月曜日/火曜日/水曜日/木曜日/金曜日/土曜日,日曜日,Sunday,19:45～3:00,19:45,3:00,0,0,0,0,0,0,0,0,1,0,0,0,お客様同士の会話も楽しいダンディーなマスターのお店,This is a stall run by a dandy master.,"ビシッとしたワイシャツにネクタイ姿のダンディなマスターが切り盛りしているうまっつら。出で立ち通り、お料理も一品一品が丁寧な仕上がり。マスターの人柄が伺えます。元々関東の方で肉の仕入れに携わっていたマスター。お肉料理は特にオススメです！【関連サイト】・<a href=""https://tabelog.com/fukuoka/A4001/A400104/40024871/"">食べログ</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=1SYOzPLwfEdTEZZH6VC_HxYOiIXnUJOE&amp;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",2000,https://gurunavi.com/ja/fbau834/rst/,https://yokanavi.com/yatai/122498/,https://yokanavi.com/assets/uploads/2020/12/fbau834_s_0n5c.jpg,,,,,https://yokanavi.com/assets/uploads/2019/03/fbau834_s_0n5d.jpg,https://yokanavi.com/assets/uploads/2019/03/fbau834_s_0n5e.jpg,https://yokanavi.com/assets/uploads/2019/03/fbau834_s_0n5f.jpg,https://yokanavi.com/assets/uploads/2020/12/fbau834_s_0n5c.jpg,,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
401307,福岡県福岡市,中央区,長浜,焼き鳥/おでん,122501,HL10039934,0,さよ子,サヨコ,Sayoko,〒810-0072 福岡県福岡市中央区長浜3-14,810-0072,401307,福岡県福岡市中央区長浜3-14,福岡県,福岡市,長浜３丁目,14,33.5930667,130.3874582,https://maps.app.goo.gl/jWcHM7VLKBLbwgwQ6,地下鉄空港線（1号線） 赤坂駅 徒歩9分,090-1161-6326,,月曜日/火曜日/水曜日/金曜日/土曜日,日曜日/木曜日,Thursday/Sunday,17:00～4:00,17:00,4:00,1,0,0,0,0,0,0,0,1,0,0,0,気さくなお母さんが笑顔でお出迎え！！,43 years in business! You can feel the kindness of Ms. Sayoko and the regular customers.,"長浜で営業を続けて40年以上。女将のさよ子さんは「ばぁば」の愛称でみんなから愛されています。常連の方の優しさにも触れることができます。料理は家庭的な料理が中心で、長浜屋台だけどラーメンはありません。じっくり煮込んだおでんやモツ煮は、味が染みていて美味しいですよ！お気軽においでください。【関連サイト】・<a href=""https://tabelog.com/fukuoka/A4001/A400104/40033294/"">食べログ</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=1kBkF-Hgq85IxuzsVJw8r9jLbjlsiSjg&#038;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",3000,,https://yokanavi.com/yatai/122501/,https://yokanavi.com/assets/uploads/2023/04/48e3f56e58e44e64ac361dae421ecf01-scaled.jpg,https://yokanavi.com/assets/uploads/2024/07/a2fbd5870597c676f1a9f6e5497e1095.jpg,https://yokanavi.com/assets/uploads/2024/07/619e3f530b60c179f4c3a41cd0822588-scaled.jpg,https://yokanavi.com/assets/uploads/2024/07/0a56beba4b3a52b31d6e429c6445c4a0.jpg,https://yokanavi.com/assets/uploads/2024/07/ad0ca533dff39d467a1758e35c2fe7d4.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav503_s_0n5d.jpg,https://yokanavi.com/assets/uploads/2023/04/2023.4.27IMG_5438.jpg,https://yokanavi.com/assets/uploads/2023/04/2023.4.27IMG_5440-1-rotated.jpg,https://yokanavi.com/assets/uploads/2023/04/48e3f56e58e44e64ac361dae421ecf01-scaled.jpg,,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
401307,福岡県福岡市,中央区,天神,ラーメン/焼き鳥/おでん/餃子,122502,HL10040239,0,忠助,チュウスケ,Chusuke,〒810-0001 福岡県福岡市中央区天神4-2-1,810-0001,401307,福岡県福岡市中央区天神4-2-1,福岡県,福岡市,天神４丁目,2-1,33.5930791,130.4005487,https://maps.app.goo.gl/CMqDiGoLJBm5sz8j8,地下鉄空港線（1号線） 天神駅 徒歩3分,090-8622-7941,,月曜日/火曜日/水曜日/木曜日/金曜日/土曜日,日曜日,Sunday,18:00～1:00,18:00,1:00,1,0,1,1,1,1,1,0,1,1,0,0,優しさと情熱の間にあるような屋台,This is a lively yatai with regular customers. The recommended dish at this yatai is the gyoza.,"熱く語る常連さんでいつも賑わっています。早い時間なら席が少し空いてるので狙い目です。オススメは定番ですが餃子。一口サイズでおつまみに丁度いい大きさ。何度でも食べたくなるので、まずは食べてみてください！変わり種の豆腐のおでんも隠れた逸品。ネギとおかかを上にかけ、ゆず胡椒でいただくのが絶妙の味！〆はラーメンこれで決まり！ぜひ一度行ってみてください！【店主のオススメ！】ラーメン　600円餃子　480円おでん　150円※金額は2023年12月時点のものです。【予約】<a href=""tel:09086227941"">電話受付</a>【関連サイト】・<a href=""https://tabelog.com/fukuoka/A4001/A400103/40026080/"">食べログ</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=1gR4k8V5g99Ri3hdaFs0EasPhTQnzrJI&amp;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",2000,,https://yokanavi.com/yatai/122502/,https://yokanavi.com/assets/uploads/2020/12/fbav900_s_0n5c.jpg,,,,,https://yokanavi.com/assets/uploads/2018/05/ExZVjxoU4AQ-l2M-scaled.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav900_s_0n5d.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav900_s_0n5e.jpg,https://yokanavi.com/assets/uploads/2018/05/EymtaB3VcAYCxpF-scaled.jpg,https://yokanavi.com/assets/uploads/2020/12/fbav900_s_0n5c.jpg,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
401307,福岡県福岡市,中央区,天神,ラーメン/焼きラーメン/天ぷら/焼き鳥/おでん/餃子,122503,HL10039638,0,あほたれーの,アホタレーノ,Ahotare-no,〒810-0001 福岡県福岡市中央区天神1-4-1,810-0001,401307,福岡県福岡市中央区天神1-4-1,福岡県,福岡市,天神１丁目,4-1,33.5884627,130.4010713,https://maps.app.goo.gl/nfbqQxDBgQ53SAzc8,西鉄天神大牟田線 西鉄福岡（天神）駅 徒歩2分,090-1978-5307,,日曜日/火曜日/水曜日/木曜日/金曜日/土曜日,月曜日,Monday,18:00～3:00,18:00,3:00,1,0,1,1,1,1,1,0,1,1,0,0,仕入れによって変わる新鮮野菜を使ったメニューは要チェック！,This popular yatai is often listed in tourist guidebooks. Jumbo croquettes available only on Saturdays are popular.,"土曜日限定コロッケやタコス、ガーリックチャーハンなど個性的なメニューが揃う「あほたれーの」。その日に仕入れた新鮮野菜を使ったメニューは要チェック！ラーメン、おでん、焼き鳥などの定番メニューももちろんあり、食べたい一品が必ず見つかりますよ。【店主のオススメ！】天ぷら　900円おでん　150円～炒め物　500円※金額は2023年12月時点のものです。【予約】<a href=""tel:09019785307"">電話受付</a>【関連サイト】・<a href=""https://tabelog.com/fukuoka/A4001/A400103/40002698/"">食べログ</a> ・<a href=""https://www.youtube.com/channel/UCTzFACJz17m5BV3CzUK7xbw"">YouTube</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=1VVLFK-EqCHLk8N68K1moODwWrkO0QO4&amp;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",2000,,https://yokanavi.com/yatai/122503/,https://yokanavi.com/assets/uploads/2020/12/fbav901_s_0n5c.jpg,,,,,https://yokanavi.com/assets/uploads/2019/03/fbav901_s_0n5d.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav901_s_0n5e.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav901_s_0n5f.jpg,https://yokanavi.com/assets/uploads/2020/12/fbav901_s_0n5c.jpg,,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
401307,福岡県福岡市,中央区,天神,ラーメン/焼きラーメン/おでん/餃子/洋食・西洋料理,122504,HL10039745,0,喜柳,キリュウ,Kiryu,〒810-0001 福岡県福岡市中央区天神1-4-1,810-0001,401307,福岡県福岡市中央区天神1-4-1,福岡県,福岡市,天神１丁目,4-1,33.5884203,130.4011203,https://maps.app.goo.gl/NrCMenyZ3L5W379Y7,地下鉄空港線（1号線） 天神駅 徒歩5分,090-9721-9061,,日曜日/月曜日/火曜日/水曜日/木曜日/金曜日/土曜日,不定休,Irregular Holidays,18:00～3:00,18:00,3:00,1,1,1,1,1,1,1,1,1,1,1,0,福岡の屋台で一番メニューが多く、福岡の食材を使ったオリジナルメニューも豊富。,"This yatai has the largest selection of menus out of all the yatai in Fukuoka, and many original menu items using Fukuoka ingredients.","福岡の屋台で一番メニューが多く、福岡の食材を使ったオリジナルメニューも豊富。大将が博多出身で地元のお客様とコミュニケーションができます。活気がある屋台なので、女性1人でも気兼ねなく入りやすいですよ。屋台デビューされる方におすすめ。 値段もリーズナブルな屋台です。【店主のオススメ！】モチモチ餃子　650円博多グル巻き　700円辛子めんこん　650円※金額は2023年12月時点のものです。 <a href=""https://yokanavi.com/assets/uploads/2023/02/aaada9ceada5043e03cdb1308ec20a7f.jpg"" target=""_blank"" rel=""noopener""><img loading=""lazy"" class=""size-large "" src=""https://yokanavi.com/assets/uploads/2023/02/aaada9ceada5043e03cdb1308ec20a7f.jpg"" alt="""" width=""100%"" height=""683"" /></a> <a href=""https://yokanavi.com/assets/uploads/2023/02/c66853292d5ba3321aeb9c8d0be181eb.jpg"" target=""_blank"" rel=""noopener""><img loading=""lazy"" class=""size-large "" src=""https://yokanavi.com/assets/uploads/2023/02/c66853292d5ba3321aeb9c8d0be181eb.jpg"" alt="""" width=""100%"" height=""683"" /></a> ※写真の金額は2023年2月時点のものです。【予約】<a href=""tel:09097219061"">電話受付</a>・<a href=""https://tabelog.com/fukuoka/A4001/A400103/40005969/"">食べログ受付</a>【貸切】10人以上で可能。【関連サイト】・<a href=""https://tabelog.com/fukuoka/A4001/A400103/40005969/"">食べログ</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=1wt-wcqkcBLx-epPXppLIgxc5CXNgp4A&amp;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",2500,,https://yokanavi.com/yatai/122504/,https://yokanavi.com/assets/uploads/2023/02/c92aba4d0d59f5db844abe7cba8ee760-scaled.jpg,https://yokanavi.com/assets/uploads/2024/07/469c5caf86900e7bcc0d8ba9954b3e41-scaled.jpg,https://yokanavi.com/assets/uploads/2024/07/49354b8b5e4566f917500814925c2bf1.jpg,https://yokanavi.com/assets/uploads/2024/07/d57db0c5afd7bcec5cd0c65bdbce7a56-scaled.jpg,https://yokanavi.com/assets/uploads/2024/07/82de4245e4fc34f32165172224b659cd.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav903_s_0n5d.jpg,https://yokanavi.com/assets/uploads/2023/02/img1292-scaled.jpg,,,,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
401307,福岡県福岡市,中央区,天神,ラーメン/焼きラーメン/焼き鳥/おでん,122506,HL10040333,0,さつまや,サツマヤ,Satsumaya,〒810-0001 福岡県福岡市中央区天神1-6-8,810-0001,401307,福岡県福岡市中央区天神1-6-8,福岡県,福岡市,天神１丁目,6-8,33.5892789,130.4003746,https://maps.app.goo.gl/6Tz8HijDPCeLpYKK7,西鉄天神大牟田線 西鉄福岡(天神)駅 徒歩2分,090-8417-7698,,月曜日/火曜日/水曜日/木曜日/金曜日/土曜日,日曜日,Sunday,18:30～2:00,18:30,2:00,0,0,1,1,1,1,1,0,1,0,0,0,夫婦でやってるアットホームな屋台！,This is a homey yatai run by a couple.,"マスターの軽快な喋りと人懐っこさにつられ県外からくる常連さんも「この店以外はこんよ」と言ってるくらい。食べ物の種類は充実してるので、腰を落ち着けてゆっくり飲むにも軽くひっかけるにもいい店です。【店主のオススメ！】焼きラーメン／地鶏【予約】<a href=""tel:09084177698"">電話受付</a>【貸切】日曜日のみ可能。【関連サイト】・<a href=""https://tabelog.com/fukuoka/A4001/A400103/40026314/"">食べログ</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=1WLHisFHKcP0apx8gg-e7CwsEv78d-H0&amp;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",2000,,https://yokanavi.com/yatai/122506/,https://yokanavi.com/assets/uploads/2020/12/fbav905_s_0n5c.jpg,,,,,https://yokanavi.com/assets/uploads/2019/03/fbav905_s_0n5d.jpg,https://yokanavi.com/assets/uploads/2020/12/fbav905_s_0n5c.jpg,,,,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
401307,福岡県福岡市,中央区,天神,ラーメン/焼き鳥/おでん,122507,HL10040306,0,蜃気楼,シンキロウ,Shinkiro,〒810-0004 福岡県福岡市中央区渡辺通4,810-0004,401307,福岡県福岡市中央区渡辺通4,福岡県,福岡市,渡辺通４丁目,,33.5858309,130.4029378,https://maps.app.goo.gl/jY6LoGyu5mdLuMoM7,西鉄天神大牟田線 西鉄福岡(天神)駅 徒歩1分,090-3323-4785,,日曜日/火曜日/水曜日/木曜日/金曜日/土曜日,月曜日,Monday,18:00～3:00,18:00,3:00,1,0,0,0,0,0,0,0,1,0,0,0,外国人さんが意外に多い屋台、ヨーロッパからアジアまで世界が屋台でつながってます,This yatai has many foreign customers.,"話題はスポーツから芸能まではばひろく会話が屋台内を飛び交う感覚がたまりません。隣の外国人さんとショート英会話レッスンで一杯飲むのもおもしろいですよ。串焼きから豚足、魚介の旬な焼き物まで・・・最後はラーメンでアディオス！【関連サイト】・<a href=""https://tabelog.com/fukuoka/A4001/A400103/40046356/"">食べログ</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=1mAQBOwuqXLnsvPSIhV-1dTTYFIrorZA&amp;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",1500,https://gurunavi.com/ja/fbav906/rst/,https://yokanavi.com/yatai/122507/,https://yokanavi.com/assets/uploads/2020/12/fbav906_s_0n5e.jpg,,,,,https://yokanavi.com/assets/uploads/2019/03/fbav906_s_0n5f.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav906_s_0n5g.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav906_s_0n5h.jpg,https://yokanavi.com/assets/uploads/2020/12/fbav906_s_0n5e.jpg,,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
401307,福岡県福岡市,中央区,天神,ラーメン/焼きラーメン/餃子/その他,122508,HL10039688,0,ちょうちん,チョウチン,Chochin,〒810-0001 福岡県福岡市中央区天神1-6-8,810-0001,401307,福岡県福岡市中央区天神1-6-8,福岡県,福岡市,天神１丁目,6-8,33.5893462,130.400364,https://maps.app.goo.gl/mpsDqfKwFv9djk3F7,西鉄天神大牟田線 西鉄福岡(天神)駅 徒歩1分,090-3738-2124,,日曜日/火曜日/水曜日/木曜日/金曜日/土曜日,月曜日,Monday,18:30～1:30,18:30,1:30,1,1,1,1,1,1,1,0,1,1,1,0,島人の大将が作る沖縄風料理,This is an Okinawan-style yatai made by the owner who is from Okinawa.,"オリオンビールが普通においてあるとこがうれしい！入りやすい雰囲気で、女性ひとりのお客さんに人気で、彼女と一緒にこの屋台に来るという常連さんも多いとか。日替わりや季節の旬な素材を使ったメニューで、いつ来ても新しい味に出会えるのもいいですよ！【店主のオススメ！】焼き豚　800円※金額は2023年12月時点のものです。【関連サイト】・<a href=""https://tabelog.com/fukuoka/A4001/A400103/40050882/"">食べログ</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=1wIhVgamgU8IpCOmpKlC6QmyWIH9TxoE&amp;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",2000,https://gurunavi.com/ja/fbav907/rst/,https://yokanavi.com/yatai/122508/,https://yokanavi.com/assets/uploads/2023/02/img1436-scaled-1.jpg,,,,,https://yokanavi.com/assets/uploads/2022/05/b3c47214f3cb1df58011dd41effa93f2.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav907_s_0n5d.jpg,https://yokanavi.com/assets/uploads/2023/02/img1436-scaled-1.jpg,,,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
401307,福岡県福岡市,中央区,天神,ラーメン/焼きラーメン/焼き鳥/おでん/餃子/洋食・西洋料理,122509,HL10039681,0,なかちゃん,ナカチャン,Nakachan,〒810-0001 福岡県福岡市中央区天神2-1-1,810-0001,401307,福岡県福岡市中央区天神2-1-1,福岡県,福岡市,天神２丁目,1-1,33.5890526,130.3999993,https://maps.app.goo.gl/oFf2kX7L7BFHVY1Z6,西鉄天神大牟田線 西鉄福岡（天神）駅 徒歩1分,090-3601-3540,https://www.instagram.com/tenjin_nakachan/,日曜日/月曜日/火曜日/水曜日/木曜日/金曜日/土曜日,不定休,Irregular Holidays,19:00～2:00,19:00,2:00,0,0,1,1,1,1,1,0,1,1,0,0,豊富なメニューと屈託のない笑顔で頑張っています。,This is a food stall with many menus and carefree smiles.,"豊富なメニューと屈託のない笑顔で頑張っています。鉄板料理が中心ですが、ラーメンやおでんなどの定番メニューもしっかり味わえます。【店主のオススメ！】ラーメン　600円明太玉子焼き　1,000円焼きラーメン　1,000円※金額は2023年12月時点のものです。【予約】<a href=""tel:09036013540"">電話受付</a>・<a href=""https://www.instagram.com/tenjin_nakachan/"">instagramで受付</a>【貸切】2時間ぐらい、7人～12人で可能。【関連サイト】・<a href=""https://tabelog.com/fukuoka/A4001/A400103/40019898/"">食べログ</a>・<a href=""https://www.instagram.com/tenjin_nakachan/"">instagram</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=1IecSSumz1MAA8oC0W6e9zDK0uc_UQrc&amp;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",2500,,https://yokanavi.com/yatai/122509/,https://yokanavi.com/assets/uploads/2020/12/fbav908_s_0n5c.jpg,https://yokanavi.com/assets/uploads/2023/04/20230405-4-scaled.jpg,,https://yokanavi.com/assets/uploads/2023/04/20230405-1-scaled.jpg,,https://yokanavi.com/assets/uploads/2023/04/20230405-9-scaled.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav908_s_0n5d.jpg,https://yokanavi.com/assets/uploads/2023/04/20230405-4-scaled.jpg,https://yokanavi.com/assets/uploads/2023/04/20230405-1-scaled.jpg,https://yokanavi.com/assets/uploads/2020/12/fbav908_s_0n5c.jpg,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
401307,福岡県福岡市,中央区,天神,ラーメン/焼きラーメン/天ぷら/焼き鳥/おでん/餃子,122510,HL10039849,0,永ちゃん,ナガチャン,Nagachan,〒810-0001 福岡県福岡市中央区天神1-6-8,810-0001,401307,福岡県福岡市中央区天神1-6-8,福岡県,福岡市,天神１丁目,6-8,33.5895765,130.4000588,https://maps.app.goo.gl/yScB2TYSo8ZGNrZ57,西鉄天神大牟田線 西鉄福岡（天神）駅 徒歩1分,090-8911-4213,,月曜日/火曜日/水曜日/木曜日/金曜日/土曜日,日曜日,Sunday,18:00～1:00,18:00,1:00,1,0,1,1,1,0,0,0,1,1,0,0,親子の掛け合いが面白い人気屋台 場所も中心とあって子供連れのお客の常連も,This popular yatai features interesting conversations between the owner's son and his parents.,"常連さんの笑い声がいつでも聞こえる、そんな楽しいい屋台がここに。人通りが多い地域でもあるがいつもにぎわっているのがここ。常連にまざって入ってくる観光客にも優しく接してくれる大将が売りというところでしょうか☆【店主のオススメ！】ラーメン　650円焼き鳥　150円おでん　150円※金額は2023年12月時点のものです。【関連サイト】・<a href=""http://www.nagachan-hakata.com/"">ホームページ</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=1_Cxgz3m-e3x86JpDavhUtpY1IvrV0Ik&amp;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",2500,https://gurunavi.com/ja/fbav909/rst/,https://yokanavi.com/yatai/122510/,https://yokanavi.com/assets/uploads/2020/12/fbav909_s_0n5c.jpg,,,,,https://yokanavi.com/assets/uploads/2019/03/fbav909_s_0n5d.jpg,https://yokanavi.com/assets/uploads/2020/12/fbav909_s_0n5c.jpg,https://yokanavi.com/assets/uploads/2023/03/img1437-scaled-1.jpg,,,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
401307,福岡県福岡市,中央区,天神,ラーメン/焼き鳥/おでん/餃子/中華料理,122511,HL10040119,0,姫ちゃん,ヒメチャン,Himechan,〒810-0004 福岡県福岡市中央区渡辺通5-24-22,810-0004,401307,福岡県福岡市中央区渡辺通5-24-22,福岡県,福岡市,渡辺通５丁目,24-22,33.5880118,130.4015949,https://maps.app.goo.gl/aKbrExan3ts5EA4j6,地下鉄七隈線（3号線） 天神南駅 徒歩1分,090-1195-8591,https://www.instagram.com/himechan_yatai/,月曜日/火曜日/木曜日/金曜日/土曜日,日曜日/水曜日,Wednesday/Sunday,18:00～3:00,18:00,3:00,1,0,0,0,0,0,0,0,1,0,0,0,穏やかな大将とイケメン若大将のお店料理の腕は自信あり！,This is a yatai run by a handsome owner. He is confident in his cooking skills.,"おすすめはラーメン・餃子・おでんとオーソドックスですが、引き出しの多さは界隈でもトップクラス。なにしろなんでも酒の肴にできると言う、一杯飲みたい人には特にオススメ。【関連サイト】 ・<a href=""https://www.instagram.com/himechan_yatai/"">instagram</a> ・<a href=""https://tabelog.com/fukuoka/A4001/A400103/40032681/"">食べログ</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=17qSWeAQ5PJrmVwSedZ-a2IXYeKLvRIg&amp;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",1500,https://gurunavi.com/ja/fbav910/rst/,https://yokanavi.com/yatai/122511/,https://yokanavi.com/assets/uploads/2020/12/fbav910_s_0n5c.jpg,,,,,https://yokanavi.com/assets/uploads/2019/03/fbav910_s_0n5d.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav910_s_0n5e.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav910_s_0n5f.jpg,https://yokanavi.com/assets/uploads/2023/03/img1431-scaled-1.jpg,https://yokanavi.com/assets/uploads/2020/12/fbav910_s_0n5c.jpg,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
401307,福岡県福岡市,中央区,天神,ラーメン/焼きラーメン/焼き鳥/おでん/餃子,122512,HL10040121,0,まるよし,マルヨシ,Maruyoshi,〒810-0004 福岡県福岡市中央区渡辺通5-24-22,810-0004,401307,福岡県福岡市中央区渡辺通5-24-22,福岡県,福岡市,渡辺通５丁目,24-22,33.5880479,130.401669,https://maps.app.goo.gl/aiPm6rY4zjAcbL9JA,地下鉄七隈線（3号線） 天神南駅 徒歩1分,090-9071-1083,,月曜日/火曜日/水曜日/木曜日/金曜日/土曜日,日曜日,Sunday,19:00～2:30,19:00,2:30,1,0,0,0,0,0,0,0,1,0,0,0,やさしい感じのマスターのボキャブラリー豊富なトークもイイ！,This yatai is proud of its friendly owner's rich vocabulary.,"ラーメンだけでもいいです、と言ってるもののマスターと会話しだすとお酒が進むこと間違いなし。老若男女を問わず誰でもがたのしめるお店。おすすめは個人的にニラ玉めんたい、明太子を使った定番メニューはぜひ一品食べてほしい。【関連サイト】・<a href=""https://hakatayatai-maruyoshi.jimdosite.com/"">ホームページ</a> ・<a href=""https://tabelog.com/fukuoka/A4001/A400103/40019142/"">食べログ</a><iframe src=""https://www.google.com/maps/d/u/1/embed?mid=1QpG6Sa7dNtw05CfXqk8XViQzdSKiwwQ&amp;ehbc=2E312F"" width=""100%"" height=""480""></iframe>",2500,https://gurunavi.com/ja/fbav911/rst/,https://yokanavi.com/yatai/122512/,https://yokanavi.com/assets/uploads/2020/12/fbav911_s_0n5c.jpg,,,,,https://yokanavi.com/assets/uploads/2019/03/fbav911_s_0n5d.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav911_s_0n5e.jpg,https://yokanavi.com/assets/uploads/2019/03/fbav911_s_0n5f.jpg,https://yokanavi.com/assets/uploads/2020/12/fbav911_s_0n5c.jpg,,https://ckan.open-governmentdata.org/dataset/e06a31ee-2a80-4b5c-ad8b-a772bf2cf02b/resource/99a07119-c222-4a04-9bd8-1f91f50f7f9f/download/picinfo.pdf
