spot_id,name_local,name_ko,translation_status,description,areas,categories,source_url,disposition,classification,reason
235901,福岡おもちゃ美術館,후쿠오카 장난감 미술관,official_korean,"ららぽーと福岡オーバルパークにある福岡おもちゃ美術館へようこそ！ 福岡県産材のスギ・ヒノキをふんだんに使用し、木の温もりが感じられる体験＆交流型のミュージアムです。約8,000点もの日本や世界のおもちゃが展示されており、手に取って自由に遊ぶことができます。 お子さまが木の素材に触れて感じる、成長できる「木育」を大切にしたおもちゃと遊びの空間です。親子で一緒に作る「手作りワークショップ体験...",南,その他|文化・芸術|ファミリー,https://yokanavi.com/spots/235901,accepted,culture_or_museum,official sightseeing catalog and primary visitor-facing category
26814,福岡市博物館,후쿠오카시 박물관,official_korean,福岡タワーやPay Payドームなど福岡のシンボルが集まる「シーサイドももち」にあり、福岡の歴史・文化観光の拠点の一つとなっている。 ここでは、古くからアジアとの交流拠点として発展してきた福岡の歴史とくらしを紹介し、教科書でおなじみの国宝「金印」や黒田節で有名な名鎗「日本号」を常設展示している。 2014年の大河ドラマの主人公、黒田官兵衛を藩祖とする旧福岡藩主・黒田家ゆかりの資料など多...,シーサイドももち・早良,文化・芸術,https://yokanavi.com/spots/26814,accepted,culture_or_museum,official sightseeing catalog and primary visitor-facing category
26821,福岡県立美術館,후쿠오카현립 미술관,official_korean,「美と遊ぶ美術館」をテーマに、坂本繁二郎や古賀春江など、 郷土とゆかりの深い芸術家の作品を常設展示している。また、１~３階まで貸しフロアとして作品展やイベントに開放。迫力ある70インチ大型画面で名作鑑賞できるハイビジョンギャラリーや、３万冊の美術関係図書・展覧会図録等を閲覧できる美術図書室も。 須崎公園に面した喫茶室もオススメ。,天神・薬院,文化・芸術,https://yokanavi.com/spots/26821,accepted,culture_or_museum,official sightseeing catalog and primary visitor-facing category
27026,アイランドシティ中央公園,아일랜드시티 중앙 공원,official_korean,ヤフオク！ドーム約４個分の広大な敷地には、体験学習施設「ぐりんぐりん」や、修景池（しゅうけいいけ）、自由に思いっきり遊んでいただける大小２つの多目的広場、こどもの広場には大規模複合遊具「ＢＩＧ ＴＲＥＥ」があり、大きなローラー滑り台をはじめ形の異なる４つの滑り台や吊り橋、らせん階段などの機能が満載です。 遊具周りの床は弾力性のあるゴムの舗装になっているので安心です。 公園南側には、福岡市...,EAST COAST,ファミリー,https://yokanavi.com/spots/27026,accepted,family_attraction,official sightseeing catalog and primary visitor-facing category
26800,マリンワールド海の中道,마린월드 우미노나카미치,official_korean,白亜の貝殻型の外観が美しい水族館。2017年4月12日(水)にリニューアルオープンしました！ 展示テーマを従来の「対馬暖流」から「九州の海」へ一新しました。 また、博多湾を背景としたショープールは観客席側にステーがを新設され、より迫力感のあるアシカやイルカショーが楽しめます。 2024年春「かいじゅうアイランド」に新エリア誕生！アザラシとペンギンを間近で観察できます。 生きものも、彩...,EAST COAST,その他|ファミリー,https://yokanavi.com/spots/26800,accepted,family_attraction,official sightseeing catalog and primary visitor-facing category
26957,天神中央公園,덴진 주오 공원,official_korean,"天神の中央に位置し、芝生や木々など面積約31,000m2 の広さを持つ。都会にある憩いの場として人気。 春や秋には物産展・イベントなどが行われている。",天神・薬院,ファミリー,https://yokanavi.com/spots/26957,accepted,family_attraction,official sightseeing catalog and primary visitor-facing category
26828,東公園,히가시 공원,official_korean,かつて、文永の役で元軍と激戦が繰り広げられた古戦場跡。その跡地を整備した公園。 園内には、元寇にちなんで建立された亀山上皇銅像や日蓮上人の銅像が建立してある。また、福の神である恵比須神を祀った十日恵比須神社や元寇史料館もある。上皇銅像の原型は、木彫界の巨匠山崎朝雲の作で、台座には有栖川宮熾仁親王の染筆による「敵国降伏」の文字が見られる。,博多駅,ファミリー,https://yokanavi.com/spots/26828,accepted,family_attraction,official sightseeing catalog and primary visitor-facing category
26802,福岡市動植物園,후쿠오카시 동식물원,official_korean,"お洒落な店が並ぶ浄水通りを登ると、南公園の一角にある福岡市動植物園。動物園としては70年近くの歴史を持ち、20年計画のリニューアル工事が順次進んでいる。人気動物のキリンやサイをはじめ、国内では珍しいアラビアオリックスなど、約110種類の動物を観察できる。また、植物園では珍しい熱帯の植物を展示する温室をはじめとして、バラ園や花木園など様々なエリアがあり、ハンカチノキなど約2,600種の植物を観...",大濠・六本松,その他|ファミリー,https://yokanavi.com/spots/26802,accepted,family_attraction,official sightseeing catalog and primary visitor-facing category
26975,福岡市民防災センター,후쿠오카시민 방재센터,official_korean,地震・火災・水害などの模擬体験をすることができる施設。 防災に関する知識・行動の仕方を学んで、もしもの時に備えよう。,シーサイドももち・早良,その他|ファミリー,https://yokanavi.com/spots/26975,accepted,family_attraction,official sightseeing catalog and primary visitor-facing category
26874,丸隈山古墳（まるくまやまこふん）,마루쿠마야마 고분,official_korean,墳長85ｍ、高さ8ｍの前方後円墳。高祖山から北にのびる丘陵端にある。墳丘斜面には葺石があり、墳頂部と段テラスの三段に円筒埴輪がめぐっていて、石室内からは鏡や匂玉、鉄刀などの副葬品が出土した。5世紀前半の築造で、今宿平野のみならず糸島平野全体を掌握した首長の墓と考えられている。国指定史跡。,WEST COAST,歴史・神社・仏閣,https://yokanavi.com/spots/26874,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26886,今宿元寇防塁,이마주쿠 몽고침입 방루터,official_korean,元寇防塁のうち、長垂山から今山にかけての砂丘上には、豊前国が分担して防塁を築いた。現在は長垂海水浴場前と今山のふもとに国指定地がある。古文書には、築城郡吉富村を本拠とした成富氏が、乾元2（1303）年この地区の防塁の修理を完了したという報告があり、弘安の役（1281年）以後も防塁の修理が行われ、蒙古に対する警備体制が続いていたことを示している。,WEST COAST,歴史・神社・仏閣,https://yokanavi.com/spots/26886,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26920,住吉神社,스미요시신사,official_korean,祭神は底筒男神・中筒男神・表筒男神の住吉三神。式内社。筑前国一宮。昔の地形は博多湾に臨む那珂川河口の岬だった。全国に約2000社ある住吉神社の始源と考えられ、開運除災・航海安全・船舶守護の神として崇拝されてきた。和歌神としても崇敬され、連歌師の宗祇も訪れている。直線的な屋根などに、仏教建築と対照的な古来の神社建築の名残をとどめている。本殿は国指定重要文化財で、神社が所蔵する同剣や銅戈十一口は...,博多駅,歴史・神社・仏閣|建築物,https://yokanavi.com/spots/26920,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26808,元寇史料館,겐코 역사자료관,official_korean,福岡県庁のある東公園の一画にある史料館。ここでは約800年前、北部九州を元軍が襲った「文永の役・弘安の役」の史料を展示している。当時の両国の武具があり、動物の硬い皮で作ったモンゴル型の鎧など、日本の鎧とは違う点で文化の勉強にもなりそう。明治の洋画家・矢田一嘯作が描いた元冦絵や江戸期の刀剣、火縄銃なども展示している。,博多駅,歴史・神社・仏閣,https://yokanavi.com/spots/26808,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
27134,十日恵比須神社,도카에비스신사,official_korean,福岡市博多区吉塚の東公園内にある恵比須神社。 約400年以上前に博多の竹内家が香椎宮、筥崎宮への参詣の帰途、浜辺で恵比須像二体を拾い、社を建てたのが始まりとされる。当然、祭神は「えびす様」こと事代主大神と「だいこく様」こと大国主大神を祭っている。 毎年1月8日から11日までの「十日恵比須神社正月大祭」は大賑わいとなる。 商売繁昌、家運隆昌を願う参拝者が押し寄せ、毎年約100万人を数える...,博多駅,歴史・神社・仏閣,https://yokanavi.com/spots/27134,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
64988,博多千年門,하카타 천년문,official_korean,博多千年門は、博多を訪れた観光客を歴史的文化財が多く残る寺社町エリアへと導くウエルカムゲートです。博多の繁栄を願う地域住民、地元企業、行政が一体となって建設に取り組み、平成26年3月に完成しました。名称は公募で決定。博多のこれまでの千年の重みとこれからの千年の繁栄を願ったものとなっています。 歴史的文献によれば、博多から大宰府政庁へ延びる官道には、江戸時代に「辻堂口門（つじのどうぐ...,博多旧市街,歴史・神社・仏閣|建築物,https://yokanavi.com/spots/64988,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26813,博多歴史館（はかたれきしかん）,하카타 역사관,official_korean,博多祗園山笠と博多の歴史を知るなら、博多の総鎮守・櫛田神社の境内にあるここ。 令和7年に館内設備や展示がリニューアルされ、展示物をゆっくりと鑑賞できる。山笠図を代々描いた三苫家の山笠図屏風や、スケールたっぷりの追山の大絵馬などがズラリ展示されている。 現代博多人形師らが再現した古代山笠は必見！博多の町割りを指導した豊臣秀吉が出した朱印状（福岡市指定文化財）や室町時代の松囃子の古面など、貴重な...,博多旧市街,歴史・神社・仏閣,https://yokanavi.com/spots/26813,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
27038,善導寺,젠도지,official_korean,縁起によると､鎮西聖光上人(ちんぜいしょうこうしょうにん)が建暦(けんりゃく)2年(1212)善導大師像(ぜんどうたいしぞう)を本尊として建立したとされているが､｢筑前国続風土記(ちくぜんのくにしょくふどき)｣では広誉上人(こうよしょうにん)が筑後の善導寺(ぜんどうじ)再興ののち､文明(ぶんめい)９年(1477)に建立したと記している｡後土御門(ごつちみかど)天皇のとき(1465～1500)...,博多旧市街,歴史・神社・仏閣,https://yokanavi.com/spots/27038,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26840,大塚古墳,오오츠카 고분,official_korean,高祖山山麓の丘陵上にある前方後円墳。古墳の全長は64ｍ、高さ6.5m、６世紀前半に造られたと考えられている。保存されている墳丘、同濠、外堤の規模は北部九州屈指。昭和52年に保存整備のため調査されたが、埋葬施設は未調査のため不明。,WEST COAST,歴史・神社・仏閣,https://yokanavi.com/spots/26840,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26932,妙典寺,묘텐지,official_korean,永徳元年（1381）、本成院日円上人が柳川に建立。立花宗茂の家臣であった薦野（こもの）増時が当地に移転させ、立花家の菩提寺とした。慶長8年（1603）4月25日、京都妙覚寺の僧であった日忠は、当地においてキリスト教の布教に努めていたイルマン（宣教師）の旧沢らと宗論を行なった。これが「石城問答」で、宗論に勝った日忠は初代福岡藩主･黒田長政から教会の地を与えられ、正興山勝立寺（中央区天神4丁目）...,博多旧市街,歴史・神社・仏閣,https://yokanavi.com/spots/26932,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26934,妙楽寺,묘라쿠지 절,official_korean,臨済宗大徳寺派で、山号は石城山。東長寺東側の南北に走る御供所町通りにある。正和5年（1316）、大応国師（南浦紹明）の法弟･月堂宗規の開基。石城は元寇防塁にちなむ博多の異称。草創の寺地は博多湾岸の沖の浜にあり、遣明使一行が宿泊するなど対外交渉の一拠点になっていた。天正年間（1573～1591）に焼失し、慶長年間初代福岡藩主･黒田長政の入国後、慶長年間に現在地に移転した。博多の豪商神屋宗湛や伊...,博多旧市街,歴史・神社・仏閣,https://yokanavi.com/spots/26934,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26923,崇福寺,소후쿠지,official_korean,臨済宗大徳寺派で、山号は横岳山。仁治元年（1240）、湛慧が大宰府横岳に創建した。翌年、宋から帰国した聖一国師（円爾弁円）が招かれ、開堂説法を行なった。文永９年（1272）に大応国師（南浦紹明）が入寺し開山。その後多くの高僧を輩出し、慶長５年（1600）、初代福岡藩主･黒田長政により現在地に移転され、黒田家の菩提寺として庇護を受けた。墓所には嶋井宗室などの墓もある。 山門（さんもん） 旧福岡...,博多駅,歴史・神社・仏閣,https://yokanavi.com/spots/26923,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
27037,川上音二郎生誕地,가와카미 오토지로 탄생지,official_korean,元治元年(1864)博多の商家に生まれ、自由民権の書生芝居で世の中を風刺したオッペケペー節で活躍した。外国でも日本劇を演じ、劇作をするなど新派劇の創始者となり、貞奴(さだやっこ)夫人とともに演劇史上に大きな功績を残した。 川端通商店街入り口には，川上音二郎像がある。,博多旧市街,歴史・神社・仏閣,https://yokanavi.com/spots/27037,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26911,志賀海神社,시카우미신사,official_korean,祭神は海洋の神である、底津綿津見神・仲津綿津見神・表津綿津見神。この地は海人を統率した古代の有力氏族･阿曇氏発祥の地です。神社内の万葉歌碑にも詠まれたように、古来より海上の守護神として崇拝されてきました。神社には国指定重要文化財の朝鮮製鍍金鐘、県指定文化財の細形銅剣鋳型を所蔵し、境内には石造宝篋印塔があります。また、歩射祭、山誉祭、神幸神事は、県の無形民俗文化財に指定されています。,EAST COAST,歴史・神社・仏閣,https://yokanavi.com/spots/26911,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26899,愛宕神社（あたごじんじゃ）,아타고신사,official_korean,福岡最古の歴史を持ち、日本三大愛宕のひとつ。室見川河口西側の丘陵上にあり、古くは天忍穂耳尊と伊弉諾尊の２神を祀る鷲尾神社であった。後に火産霊神と伊弉冉尊の2神を祀り、明治34年（1901）からは愛宕神社として４神が祀られている。厄除け・開運・学業・家内安全・商売繁盛・縁結び・鎮火だけでなく、禁酒・禁煙などにも霊験があるとされ、県内外からの参拝者が多く訪れる。初日の出や桜の名所としても有名だ。...,WEST COAST,歴史・神社・仏閣,https://yokanavi.com/spots/26899,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26915,承天寺,조텐지,official_korean,臨済宗東福寺派で、山号は萬松山。開山は聖一国師（円爾弁円）によるもの。 仁治３年（1242）宋出身の貿易商･謝国明が創建し、寺蔵の釈迦三尊像（鎌倉時代）、禅家六祖像（鎌倉時代）、銅鐘（高麗時代）は国の重要文化財に指定されています。 昭和50年（1975）、韓国の新安沖海底引揚げの沈没船から承天寺の塔頭のひとつである釣寂庵の銘のある木簡が発見され、中世における承天寺の対外貿易への関与が証明...,博多旧市街,歴史・神社・仏閣,https://yokanavi.com/spots/26915,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26928,東長寺,도초지 절,official_korean,真言宗九州教団の本山で、山号は南岳山。本尊は弘法大師（空海）。 寺伝では大同元年（806）、唐から帰国した弘法大師が、密教東漸を祈ったと伝えられている。 弘法大師創建の寺としては日本最古で、当初は海辺の地にありましたが、福岡藩二代藩主･黒田忠之によって現在地へと移り、黒田家により300石の寺領と山林15万坪の寄進がなされた。墓地には二代･忠之、三代･光之、八代･治高の墓があり、現在は市指...,博多旧市街,歴史・神社・仏閣,https://yokanavi.com/spots/26928,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26843,梅林古墳（うめばやしこふん）,우메바야시 고분,official_korean,5世紀後半に造られたとされる、墳長27mの小型の横穴式前方後円墳。墳丘は二段築成で、須恵器、土師器などのほかに鉄斧、鉄刀子、鞍金具、ガラス製管玉などが出土した。昭和63年に発掘調査が行われたのち、埋め戻され、現在は公園となって、子どもたちの遊び場となっている。入口には説明板が設置されている。,南,歴史・神社・仏閣,https://yokanavi.com/spots/26843,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26906,櫛田神社,구시다신사,official_korean,博多の総鎮守として、「お櫛田さん」の愛称で広く市民から親しまれている神社。 祭神は大幡主命（櫛田宮）・天照皇大神（大神宮）・素盞嗚尊（祇園宮）。社伝によれば天平宝字元年（757）、孝謙天皇の御代に伊勢松坂の櫛田神社を勧進して創建したとされています。天正15年（1587年）の豊臣秀吉が博多復興にあたり、社殿の建立寄進がなされました。 当社に奉納される博多祇園山笠は、博多の夏の風物詩として全...,博多旧市街,歴史・神社・仏閣,https://yokanavi.com/spots/26906,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26949,水鏡天満宮,스이쿄텐만구 신사,official_korean,九州最大の繁華街「天神」の地名は、天神様を祀るこの神社に由来。 建ち並ぶオフィスビルの谷間にひっそりと建つ水鏡天満宮は、天神様こと学問の神様･菅原道真を祀っている。大宰府に左遷された菅原道真が、憔悴した自分の姿を川面に映したことからこの名がついたと言われている。当初は今泉にあったものを、江戸時代初期に初代福岡藩主･黒田長政が、福岡城の鬼門にあたる現在地に東の鎮守として移した。,天神・薬院,歴史・神社・仏閣,https://yokanavi.com/spots/26949,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26885,生の松原元寇防塁,이키노마쓰바라 몽고침입 방루터,official_korean,長垂海岸から小戸海岸にかけての約2.5kmにわたる元寇防塁。発掘調査により、防塁は海への傾斜面に幅１〜1.5m、高さ1.8mに石を積み上げ、その後ろを粘土で補強していたことがわかっている。 『蒙古襲来絵詞』の、肥後の御家人竹崎李長が防塁の前を馬上で進む場面は、この生の松原の情景。現在、防塁の一部は整備され、見学することができる。,WEST COAST,歴史・神社・仏閣,https://yokanavi.com/spots/26885,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26918,白鬚神社,시라히게 신사,official_korean,能古島の産土神（うぶすながみ：生まれた土地の守り神）で、祭神は住吉大神（すみよしのおおかみ）・神功皇后（じんぐうこうごう）・志賀明神（しかみょうじん）などです。能古島という地名には、「神功皇后が住吉の神霊を残した島なので残島（のこのしま）になった」といういわれがあり、この神霊をとどめたのが白鬚神社だといわれています。毎年10月9日に行われる「おくんち」は、福岡市の無形文化財に指定されています。,WEST COAST,歴史・神社・仏閣,https://yokanavi.com/spots/26918,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26898,福岡城跡,후쿠오카 성터,official_korean,初代福岡藩主･黒田長政が、慶長6年（1601）から7年がかりで築城。平山城で、大中小の各天守台と約50の櫓があった。現在は多聞櫓（国の重要文化財）、（伝）潮見櫓、下之橋御門、祈念櫓などが保存され、大天守台は展望台になっている。堀には県指定天然記念物のツクシオオガヤツリが自生し、城内には万葉歌碑もある。国指定の史跡で、別名「舞鶴城」とも呼ばれている。,大濠・六本松,アートスポット|歴史・神社・仏閣,https://yokanavi.com/spots/26898,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26943,福岡県護国神社,후쿠오카현 고코쿠신사,official_korean,大濠公園、福岡城跡に隣接した緑豊かな場所にあり、国家の安泰と平和を願い建立された神社。祭神は明治維新以後の戦役・事変下一円の英霊。大濠公園側の参道には、原木のものとしては日本一を誇る、高さ13mの大鳥居がある。国家安泰だけでなく、家内安全や交通安全などにもご利益があるといわれている。,大濠・六本松,歴史・神社・仏閣,https://yokanavi.com/spots/26943,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
26931,筥崎宮,하코자키궁,official_korean,宇佐・石清水と並ぶ日本三大八幡のひとつ。祭神は応神天皇・神功皇后・玉依姫命。延長元年（923）、穂波郡大分八幡宮から遷座したのが創建。この地は鴻臚館貿易の衰退した12世紀から対外交易の基地として賑い、その後も元冦の戦場など多彩な歴史に彩られている。本殿、拝殿、楼門、一ノ鳥居、石燈籠など多くの国指定重要文化財が存在する。「玉せせり」や「放生会大祭」などの祭りには多くの人々が訪れる。,EAST COAST,歴史・神社・仏閣|建築物,https://yokanavi.com/spots/26931,accepted,heritage_or_religious_site,official sightseeing catalog and primary visitor-facing category
