都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,情報登録日,情報更新日,備考
26000,0000009498,京都府,京都市北区,等持院,トウジイン,,,京都府京都市北区等持院北町63,,35.031556 ,135.723445 ,休日：無,,,9時～16時30分（受付は16時まで）,,大人（高校生以上）　500円小人（小・中学生）　300円お抹茶　500円番茶　300円,等持院は足利家の菩提寺として知られ、霊光殿には足利歴代将軍の木像が安置されている。方丈（本堂）北側には、衣笠山を借景とした芙蓉池と東側に心字池、ともに池泉回遊式庭園がある。夢窓国師の作庭として伝わる庭園の一つ。,,嵐電北野線「等持院・立命館大学衣笠キャンパス前」駅下車、徒歩8分,乗用車10台,車椅子不可筆談対応可補助犬同行可,等持院,075-461-5786,,,,,2011-12-16,2020-10-01,
26000,0000000678,京都府,京都市北区,御すぐき處　京都なり田,オンスグキドコロ　キョウトナリタ,,,京都府京都市北区上賀茂山本町（上賀茂神社東）,,35.058030 ,135.753910 ,休日：1/1、不定休,,,10時～18時,,すぐき　100gあたり432円,社家の並びにのれんを構える土間には囲炉裏がある。上賀茂特産のすぐきは、塩だけで昔ながらの製造方法を用いて天秤押しで作られている。室に入れ発酵させるものと、自然発酵させる「時候なれ」とがある。,,市バス「上賀茂神社前」下車、徒歩3分,4台,車椅子可（特にバリアフリー対応はいしていませんが、施設内へ入るお手伝いは出来る限りさせていただきます。）車椅子対応トイレ無し筆談対応可補助犬同行可（ただし、食品を扱う店舗のため、他のお客様の状況により外で待っていただくこともあります。）,御すぐき處　京都なり田,075-721-1567,,,,http://suguki-narita.com/,2009-07-13,2019-10-15,
26000,0000007742,京都府,京都市北区,紫野 Anri,ムラサキノ アンリ,,,京都府京都市北区紫野下門前町19054,,35.042331 ,135.748776 ,休日：月曜日、月2回不定休,,,昼　11時30分～14時（ラストオーダー13時30分）夜　18時～22時（ラストオーダー20時30分）※小さなお店のため、予約が望ましい。,,"ランチセット　1,100円～ディナーセット　1,500円～パーティメニュー　2,500円～",大徳寺の近く、昭和初期の町家の雰囲気をそのままにしてしっとりと情緒漂う店内では、旬の素材をたっぷりと盛り込んだスパゲッティを堪能することができる。ワインやビールに合うサイドメニューも充実。,,市バス「大徳寺前」下車、徒歩1分,近くにコインパーキング有り,車椅子可（要事前連絡）車椅子対応トイレ無し補助犬同行可,紫野 Anri,075-491-2447,,,,http://www.spaghetti-anri.com,2009-07-13,2021-02-09,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・新型コロナウイルス感染拡大予防ガイドライン推進事業所ステッカー掲示・入店時の検温、消毒・スタッフの検温、体調管理・空気清浄機、加湿器の設置・定期的な換気
26000,0000000679,京都府,京都市北区,神馬堂,ジンバドウ,,,京都府京都市北区上賀茂御薗口町4,,35.057985 ,135.751534 ,休日：水曜日,,,午前中のみ営業,,1個　130円,上賀茂名物の焼き餅。つぶあんを餅で包み、両面をこんがりと焼いたもの。,,市バス「上賀茂神社前」下車すぐ,,車椅子、補助犬などお客様が来られた時に応じて対応させていただきます。,神馬堂,075-781-1377,,,,,2009-07-13,2019-02-12,
26000,0000006083,京都府,京都市北区,大徳寺精進料理「大徳寺一久」,ダイトクジショウジンリョウリ「ダイトクジイッキュウ」,,,京都府京都市北区紫野下門前町20,,35.041233 ,135.747646 ,休日：不定休,,,12時～18時（入店）,,"大徳寺精進料理縁高盛　4,840円（税・サ込）大徳寺精進料理本膳　8,470円、12,100円、14,520円（税・サ込）",大徳寺門前通りに店を構える。大本山大徳寺の御用を務めて五百年余。大徳寺精進料理を一子相伝で守り続ける。屋号は一休禅師より一久と賜ったと言い伝えられる店。,,市バス「大徳寺前」下車、徒歩1分,普通車5台,車椅子可（スロープがないため要介助、要事前連絡）※ただし、全員が車椅子の方は対応できません。車椅子対応トイレ無し筆談対応可,大徳寺精進料理「大徳寺一久」,075-493-0019,,,,http://www.daitokuji-ikkyu.jp/,2009-07-13,2021-02-04,要予約※新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・新型コロナウイルス感染拡大予防ガイドライン推進事業所ステッカー掲示・入店時の消毒・従業員の体調管理・マスク着用・従来より個室対応・手洗全自動
26000,0000000680,京都府,京都市北区,一和（一文字屋和輔）,イチワ,,,京都府京都市北区紫野今宮町69,,35.045352 ,135.742779 ,休日：水曜日（1日、15日、祝日が水曜日の場合は翌日）、年末（12/16～12/31）,,,,,1人前　500円,今宮神社のあぶり餅で有名。小さく切った餅を竹串に刺し、炭火であぶり、白味噌だれをつけたもの。,,市バス「今宮神社前」下車、徒歩1分市バス「船岡山」下車、徒歩5分,タイムパーキング有り、1時間無料サービス,車椅子可（要事前連絡）車椅子対応トイレ無し筆談対応可補助犬同行可（ただし、室内は不可）,一和（一文字屋和輔）,075-492-6852,,,,,2009-07-13,2021-03-15,
26000,0000007953,京都府,京都市北区,大森リゾートキャンプ場,オオモリリゾートキャンプジョウ,,,京都府京都市北区大森東町340-2,,35.146674 ,135.700089 ,休日：無休,,,9時～18時（日帰り）,,"場所代大人（18才以上）　1,000円小人（3才～高校生）　500円",自然に囲まれたのんびりとした空間。山あり。川あり。事前予約でアドベンチャースクールも体験できる。（そば打ちや、わらぞうり教室、曳き馬体験、ウッドクラフト等）自家製有機栽培の野菜を使った焼き肉セットも好評。（要予約）,,JRバス（周山行き）「小野郷」下車、6km　送迎可（要予約）,乗用車50台、600円,車椅子可（要事前連絡）車椅子対応トイレ無し筆談対応可補助犬同行可※専用施設ではありませんが、スタッフ一同できる限り対応させていただきます。,大森リゾートキャンプ場,075-406-2850,,,,http://omori-camp.jp/,2009-07-13,2019-10-16,
26000,0000000681,京都府,京都市北区,あぶり餅　かざりや,アブリモチ　カザリヤ,,,京都府京都市北区紫野今宮町96　今宮神社東門前南側,,35.045194 ,135.742779 ,休日：水曜日（1日、15日、祝日が水曜日の場合は翌日）、年末（12/16～12/31）,,,10時～17時,,"1人前　500円お土産は3人前1,500円より",今宮神社のあぶり餅で有名。小さく切った餅を竹串に刺し、炭火であぶり、白味噌だれをつけたもの。,,市バス「今宮神社前」下車、徒歩1分市バス「船岡山」下車、徒歩5分,ご飲食の場合、今宮神社コインパーキング1時間無料券をお渡しします。,車椅子可（お座敷には入れませんが、椅子席や床几台などありますので車椅子の方でもご利用いただけます。）車椅子対応トイレ無し筆談・音声対応可補助犬同行可,あぶり餅　かざりや,075-491-9402,,,,,2009-07-13,2019-02-20,
26000,0000008680,京都府,京都市北区,上賀茂手づくり市,カミガモテヅクリイチ,,,京都府京都市北区上賀茂本山339　上賀茂神社境内,,35.059333 ,135.752927 ,,,,毎月第4日曜日9時～16時,,,手づくり品に限定した市。出店数約160店。※雨天決行（ただし、警報発令時は中止）,,市バス「上賀茂神社前」下車,約200台、1台500円,車椅子不可補助犬同行可,上賀茂手づくり市実行委員会（株式会社クラフト 工藤）,075-864-6513,,,,http://kamigamo-tedukuriichi.com/,2009-07-13,2021-02-10,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・イベント参加者全員のマスク着用の徹底および検温実施・アルコール消毒液の会場内設置・全体の出店数を調整し、各ブース間の距離を1～2m確保しています。
26000,0000000682,京都府,京都市北区,大徳寺納豆,ダイトクジナットウ,,,京都府京都市北区,,,,,,,,,,一休さんによって考案された大徳寺納豆。納豆といっても関東以北で見られる糸引き納豆と違って、夏の暑い日に乾かして作るので、味噌の丸薬のようにカラカラ。塩のきいた微妙な味はお茶漬けや酒の肴、保存食にピッタリ。大徳寺納豆・磯田本舗（TEL.075-491-7617）、精進料理・大徳寺一久（TEL.075-493-0019）などでいただくことができる。,,,,,大徳寺納豆,,,,,,2009-07-13,2018-03-23,
26000,0000006735,京都府,京都市北区,志明院,シミョウイン,,,京都府京都市北区雲ケ畑出谷町261,,35.136092 ,135.709356 ,,,,拝観　8時～16時坐禅（不定期、要予約）　4月～11月の毎日曜日　10時～15時,,"拝観　400円（団体20名以上は要予約）坐禅　2,700円（弁当持参）",鴨川の水源地に位置し、天長6年（829）空海によって創建された。本尊不動明王は空海の直作といわれ、日本最古の不動明王像といわれている。境内は、豊かな自然の修行場であり来山者の心を癒してくれる。京都市の天然記念物に指定されているしゃくなげ林は4月頃開花し美しい。また、歌舞伎18番「鳴神」の舞台地としても有名である。〈坐禅体験〉女性たちに山寺の自然の中で、自分を見つめ直してもらうための、女性のための心の講座「坐禅と感性」を開講。定員／10名（要予約）,,雲ヶ畑バス「雲ヶ畑岩屋橋」下車、徒歩20分,30台,車椅子不可車椅子対応トイレ無し筆談対応可,志明院,075-406-2061,,,,,2009-07-13,2019-10-30,
26000,0000000684,京都府,京都市北区,龍源院,リョウゲンイン,,,京都府京都市北区紫野大徳寺町29952,,35.042137 ,135.746148 ,休日：4/19（法要等の場合拝観休止する場合有り）,,,9時～16時20分（閉門）,,大人　350円（300円）高校生　250円（200円）小・中学生　200円（150円）（ ）内は団体（25名以上）料金,大徳寺塔頭。能登の畠山氏と九州の大友氏により創建された。北庭の竜吟庭、前庭の一枝坦、東のわが国で最も小さい石庭といわれる東滴壷が見所。,,市バス「大徳寺前」下車、徒歩5分,"※大徳寺駐車場利用普通車50台、バス10台、料金／普通車最初の2時間500円以降30分100円、バス2,000円",,龍源院,075-491-7635,,,,,2009-07-13,2018-03-29,
26000,0000007723,京都府,京都市北区,手仕事雑貨屋　風土,テシゴトザッカヤ　フウド,,,京都府京都市北区紫野西御所田町12451,,35.040872 ,135.751039 ,休日：不定休,,,11時～18時,,,築90年の古い米穀店を利用した、懐かしく心和む店舗空間。ShopGallery人の手が生み出すやさしい道具「手仕事」にこだわったガラス製品、陶器、鉄器などが店内に並んでいる。また、庭に面するギャラリーでは、多彩な企画展、ワークショップも開催される。,,市バス「北大路堀川」下車すぐ地下鉄烏丸線「北大路」駅下車、西へ（大徳寺方面）徒歩12分,,車椅子不可（古家のため一部に段差があり不可）車椅子対応トイレ無し筆談・音声対応可補助犬同行可,手仕事雑貨屋　風土,075-468-8335,,,,http://www2n.biglobe.ne.jp/~urata/,2009-07-13,2021-02-05,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・店主自身の体調管理、マスクの着用・お客様へマスク着用のお願い・お客様へ手の消毒のお願い・店の換気
26000,0000000687,京都府,京都市北区,高桐院,コウトウイン,,,京都府京都市北区紫野大徳寺町26665,,35.043172 ,135.743204 ,休日：5/6（宗全忌）、6/7～6/8（開祖忌）,,,9時～16時30分,,大人（高校生以上）　500円中学生　300円小学生以下無料,大徳寺塔頭。細川忠興により創建された。千利休の邸宅を移築したものといわれている書院、二畳台目の簡素な茶室松向軒や忠興・ガラシャ夫妻のお墓がある。秋は紅葉が見事。※ご利益：心のやすらぎ,,市バス「大徳寺前」下車、徒歩5分,"※大徳寺駐車場利用普通車50台、バス10台、料金／普通車最初の30分500円以降30分100円、バス2,000円",車椅子不可,高桐院,075-492-0068,,,,,2009-07-13,2021-02-05,現在、拝観休止中
26000,0000006097,京都府,京都市北区,長久堂,チョウキュウドウ,,,京都府京都市北区上賀茂畔勝町35490,,35.055291 ,135.766823 ,休日：販売　1/1、1/2茶房　12/31～1/2（茶房についてはお問い合わせください。）,,,9時30分～18時,,"きぬた　850円花面　1,350円（10個入）お抹茶セット　770円※すべて税別",天保2年（1831）創業。初代考案の銘菓「きぬた」は練り羊羹を求肥で巻いて、阿波の和三盆をまぶしたもの。能面を干菓子に写した「花面（はなおもて）」は、5つの面ごとに抹茶、空豆など素材を替えて作られる。茶房（16席）にて抹茶、生菓子を頂ける。,,市バス「深泥池」下車地下鉄烏丸線「北山」駅下車、徒歩7分,5台,,長久堂,075-712-4405,,,,,2009-07-13,2021-03-05,新型コロナウイルス感染症拡大防止のため物販のみ営業、茶房は休止中（期間は未定）です。
26000,0000003476,京都府,京都市北区,しょうざん／染織工芸館・茶花園・体験教室,ショウザン／センショクコウゲイカン・チャバナエン・タイケンキョウシツ,,,京都府京都市北区衣笠鏡石町47,,35.049674 ,135.733142 ,休日：無休,,,染織工芸館　8時～21時茶花園　9時～17時,,"寄せ植え体験（草木、鉢、土、苔、ネット、庭園見学料含む）　2,750円～（税込）※要予約（2名～24名まで）庭園入場　500円（税込）団体（25名以上）　400円（税込）園内でお食事ご利用された方は庭園が一律300円（税込）でご入場いただけます。",〈染織工芸館〉藍製品の展示・販売。洋装服や袋物、ネクタイ、京漬物・京銘菓・地酒・醤油類などのショッピング。〈茶花園〉茶花・山野草の展示・販売。〈体験教室〉山野草の寄せ植え体験。（要予約）庭園見学や食事も可能。,,地下鉄烏丸線「北大路」駅から市バス（北1系統）で「土天井町」下車、徒歩5分各線「京都」駅、または阪急京都線「四条大宮」駅から市バス（6系統）で「土天井町」下車、徒歩5分,普通車約50台、バス13台、無料,車椅子可（一部車椅子不可のエリアや食事施設有り）車椅子対応トイレ一部有り補助犬同行可,しょうざん／染織工芸館・茶花園・体験教室,075-491-5101,,,,http://www.shozan.co.jp/,2009-07-13,2021-02-10,
26000,0000003708,京都府,京都市北区,社家,シャケ,,,京都府京都市北区上賀茂神社の南側あたり,,35.057788 ,135.754425 ,,,,,,,社家とは、神官の屋敷のこと。明神川沿いに建ち並んでおり、家ごとに橋がかかっていて庭内に水を引き入れ曲水や池を作っている。錦部家旧宅（西村家別邸）が公開されているほか、すぐきの老舗「なり田」も社家のひとつ。周辺の地区は伝統的建造物群保存地区。,,市バス「上賀茂神社前」下車、徒歩5分,,,社家,,,,,,2009-07-13,2018-03-23,
26000,0000000233,京都府,京都市北区,深泥池,ミドロガイケ（ミゾロガイケ）,,,京都府京都市北区上賀茂,,35.057771 ,135.768309 ,,,,,,,周囲約1.8kmの深泥池には、中央に植物で形成された浮き島がある。深緑の水をたたえているが、地底には泥が深く堆積し、ジュンサイのほかにタヌキモ、アブラガヤなど百余種類の水生植物が群生している。晩春にはミツガシワの白い花が咲き乱れる。池中の水生植物群落は、天然記念物に指定されている。,,市バス「深泥池」下車,,,深泥池,,,,,,2009-07-13,2018-03-23,
26000,0000009496,京都府,京都市北区,大仙院,ダイセンイン,,,京都府京都市北区紫野大徳寺町19725,,35.044584 ,135.745952 ,,,,3月～11月　9時～17時12月～2月　9時～16時30分,,拝観料　400円お抹茶付き　700円,"大仙院は大徳寺の塔頭でお抹茶が楽しめる。大仙院の方丈は室町時代に建てられたもので、日本最古の方丈建築として貴重なもの。特別名勝史跡に指定された枯山水庭園は龍安寺の石庭とともに天下無双の名園といわれる。〈坐禅〉坐禅と抹茶　毎週土曜日、日曜日と毎月24日、17時～18時（12月～2月は16時30分～17時30分）、料金1,400円（要事前連絡）〈法話〉予約状況に応じて、9時、10時、14時、15時、10名以上で実施（要予約）〈禅寺体験教室〉坐禅を中心に、法話・写経など気軽に禅寺の雰囲気に親しめる。毎年春休み（3月第4日曜日）と夏休み（8月第1日曜日）、10時～12時30分（受付9時30分）、子供500円、大人（保護者及び高校生以上）1,000円※小学生以下の子供だけでの参加は不可。必ず保護者同伴。",,市バス「「大徳寺前」下車、徒歩8分,,車椅子不可（南庭（大海）のみはご覧いただけます。）車椅子対応トイレ無し,大仙院,075-491-8346,,,,https://daisen-in.net/,2011-12-16,2021-02-09,団体の場合は、1時間半の拝観、坐禅、法話、抹茶などを含めた研修もできる。（要予約、別料金）詳細などは要問い合わせ。※新型コロナウイルス感染症拡大防止対策として、ご入館時の検温・消毒・マスクの着用をお願いします。また、従業員は検温、体調管理を行っています。
26000,0000000255,京都府,京都市北区,大田神社,オオタジンジャ,,,京都府京都市北区上賀茂本山340,,35.059830 ,135.758501 ,休日：無休,,,9時～17時,,カキツバタ育成協力金（開花時）　300円,上賀茂神社の境外摂社で、参道東側には天然記念物の大田の沢カキツバタ群落がある。藤原俊成が歌に詠んでいることでも知られ、5月上旬ごろから濃い紫の花を咲かせはじめる。,,市バス「上賀茂神社前」下車、徒歩10分,※上賀茂神社駐車場利用170台、30分100円,,大田神社,075-781-0907,,,,,2009-07-13,2021-01-19,
