anchor_id,city_id,city_name,anchor_name,anchor_name_local,anchor_name_en,anchor_type,official_source_type,source_url,address,lat,lng,partner_candidate_reason
official-fukuoka-yatai-122497,jp-fukuoka,후쿠오카,屋台バー えびちゃん,屋台バー えびちゃん,Ebichan,food_place,official_yatai,https://yokanavi.com/yatai/122497/,福岡県福岡市中央区天神4-2-1,33.5932073,130.400775,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122498,jp-fukuoka,후쿠오카,うまっつら,うまっつら,Umattsura,food_place,official_yatai,https://yokanavi.com/yatai/122498/,福岡県福岡市中央区赤坂1-1,33.585282,130.3912501,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122501,jp-fukuoka,후쿠오카,さよ子,さよ子,Sayoko,food_place,official_yatai,https://yokanavi.com/yatai/122501/,福岡県福岡市中央区長浜3-14,33.5930667,130.3874582,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122502,jp-fukuoka,후쿠오카,忠助,忠助,Chusuke,food_place,official_yatai,https://yokanavi.com/yatai/122502/,福岡県福岡市中央区天神4-2-1,33.5930791,130.4005487,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122503,jp-fukuoka,후쿠오카,あほたれーの,あほたれーの,Ahotare-no,food_place,official_yatai,https://yokanavi.com/yatai/122503/,福岡県福岡市中央区天神1-4-1,33.5884627,130.4010713,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122504,jp-fukuoka,후쿠오카,喜柳,喜柳,Kiryu,food_place,official_yatai,https://yokanavi.com/yatai/122504/,福岡県福岡市中央区天神1-4-1,33.5884203,130.4011203,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122506,jp-fukuoka,후쿠오카,さつまや,さつまや,Satsumaya,food_place,official_yatai,https://yokanavi.com/yatai/122506/,福岡県福岡市中央区天神1-6-8,33.5892789,130.4003746,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122507,jp-fukuoka,후쿠오카,蜃気楼,蜃気楼,Shinkiro,food_place,official_yatai,https://yokanavi.com/yatai/122507/,福岡県福岡市中央区渡辺通4,33.5858309,130.4029378,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122508,jp-fukuoka,후쿠오카,ちょうちん,ちょうちん,Chochin,food_place,official_yatai,https://yokanavi.com/yatai/122508/,福岡県福岡市中央区天神1-6-8,33.5893462,130.400364,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122509,jp-fukuoka,후쿠오카,なかちゃん,なかちゃん,Nakachan,food_place,official_yatai,https://yokanavi.com/yatai/122509/,福岡県福岡市中央区天神2-1-1,33.5890526,130.3999993,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122510,jp-fukuoka,후쿠오카,永ちゃん,永ちゃん,Nagachan,food_place,official_yatai,https://yokanavi.com/yatai/122510/,福岡県福岡市中央区天神1-6-8,33.5895765,130.4000588,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122511,jp-fukuoka,후쿠오카,姫ちゃん,姫ちゃん,Himechan,food_place,official_yatai,https://yokanavi.com/yatai/122511/,福岡県福岡市中央区渡辺通5-24-22,33.5880118,130.4015949,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122512,jp-fukuoka,후쿠오카,まるよし,まるよし,Maruyoshi,food_place,official_yatai,https://yokanavi.com/yatai/122512/,福岡県福岡市中央区渡辺通5-24-22,33.5880479,130.401669,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122513,jp-fukuoka,후쿠오카,屋台鬼多郎天神店,屋台鬼多郎天神店,Kitaro Tenjinten,food_place,official_yatai,https://yokanavi.com/yatai/122513/,福岡県福岡市中央区天神1-4-1,33.5884866,130.4010511,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122514,jp-fukuoka,후쿠오카,屋台屋ぴょんきち,屋台屋ぴょんきち,Yataiya Pyonkichi,food_place,official_yatai,https://yokanavi.com/yatai/122514/,福岡県福岡市中央区天神1-4-1,33.5883368,130.4011849,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122515,jp-fukuoka,후쿠오카,雲仙,雲仙,Unzen,food_place,official_yatai,https://yokanavi.com/yatai/122515/,福岡県福岡市中央区天神2-13-1,33.5919869,130.3975098,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122516,jp-fukuoka,후쿠오카,河ちゃん,河ちゃん,Kawachan,food_place,official_yatai,https://yokanavi.com/yatai/122516/,福岡県福岡市中央区天神2,33.5916016,130.3985166,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122517,jp-fukuoka,후쿠오카,天一,天一,Tenichi,food_place,official_yatai,https://yokanavi.com/yatai/122517/,福岡県福岡市中央区天神1-12,33.5917342,130.3990517,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122519,jp-fukuoka,후쿠오카,てっちゃん,てっちゃん,Tetchan,food_place,official_yatai,https://yokanavi.com/yatai/122519/,福岡県福岡市中央区天神2,33.5883803,130.401157,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122520,jp-fukuoka,후쿠오카,那須乃大八,那須乃大八,Nasunodaihachi,food_place,official_yatai,https://yokanavi.com/yatai/122520/,福岡県福岡市中央区天神2-12-1,33.5917668,130.3984787,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122521,jp-fukuoka,후쿠오카,なんしようと屋,なんしようと屋,Nanshiyotoya,food_place,official_yatai,https://yokanavi.com/yatai/122521/,福岡県福岡市中央区天神1-12-7（福岡ダイヤモンドビル前）,33.5916529,130.3990852,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122522,jp-fukuoka,후쿠오카,白龍,白龍,Hakuryu,food_place,official_yatai,https://yokanavi.com/yatai/122522/,福岡県福岡市中央区天神1-12,33.5920248,130.3988355,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122524,jp-fukuoka,후쿠오카,まみちゃん,まみちゃん,Mamichan,food_place,official_yatai,https://yokanavi.com/yatai/122524/,福岡県福岡市中央区天神2-13-1,33.5920555,130.3977427,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122525,jp-fukuoka,후쿠오카,玄海,玄海,Genkai,food_place,official_yatai,https://yokanavi.com/yatai/122525/,福岡県福岡市中央区天神2-14-13,33.5912149,130.3959427,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122526,jp-fukuoka,후쿠오카,小金ちゃん,小金ちゃん,Kokinchan,food_place,official_yatai,https://yokanavi.com/yatai/122526/,福岡県福岡市中央区天神2-14-13,33.5911817,130.3957015,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122527,jp-fukuoka,후쿠오카,対州軒,対州軒,Taishuken,food_place,official_yatai,https://yokanavi.com/yatai/122527/,福岡県福岡市中央区天神2-14-13,33.5910687,130.3957014,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122528,jp-fukuoka,후쿠오카,たかちゃん,たかちゃん,Takachan,food_place,official_yatai,https://yokanavi.com/yatai/122528/,福岡県福岡市中央区天神2-14-13,33.591214,130.3958602,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122529,jp-fukuoka,후쿠오카,八方亭,八方亭,Happotei,food_place,official_yatai,https://yokanavi.com/yatai/122529/,福岡県福岡市中央区天神2-14-13,33.5912702,130.3961258,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122530,jp-fukuoka,후쿠오카,華,華,Hana,food_place,official_yatai,https://yokanavi.com/yatai/122530/,福岡県福岡市中央区天神2-14-13,33.5909981,130.3957306,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122532,jp-fukuoka,후쿠오카,与作,与作,Yosaku,food_place,official_yatai,https://yokanavi.com/yatai/122532/,福岡県福岡市中央区天神2-14-13,33.5911576,130.3956811,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122533,jp-fukuoka,후쿠오카,味府,味府,Ajifu,food_place,official_yatai,https://yokanavi.com/yatai/122533/,福岡県福岡市中央区天神2-1-1,33.5882149,130.400613,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122534,jp-fukuoka,후쿠오카,満龍,満龍,Manryu,food_place,official_yatai,https://yokanavi.com/yatai/122534/,福岡県福岡市中央区天神4-2-1,33.592899,130.4001575,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122535,jp-fukuoka,후쿠오카,鬼多郎,鬼多郎,Kitaro,food_place,official_yatai,https://yokanavi.com/yatai/122535/,福岡県福岡市中央区渡辺通4-6,33.5857368,130.4029881,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122537,jp-fukuoka,후쿠오카,長浜ラーメンおかもと,長浜ラーメンおかもと,Okamoto,food_place,official_yatai,https://yokanavi.com/yatai/122537/,福岡県福岡市中央区渡辺通4-1,33.5854152,130.4032779,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122538,jp-fukuoka,후쿠오카,大政,大政,Omasa,food_place,official_yatai,https://yokanavi.com/yatai/122538/,福岡県福岡市博多区中洲5-4,33.5941031,130.4033345,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-122539,jp-fukuoka,후쿠오카,飛車浬,飛車浬,Pishari,food_place,official_yatai,https://yokanavi.com/yatai/122539/,福岡県福岡市博多区博多駅東2-5,33.5881799,130.4225307,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124484,jp-fukuoka,후쿠오카,屋台桜,屋台桜,Yataizakura,food_place,official_yatai,https://yokanavi.com/yatai/124484/,福岡県福岡市博多区博多駅東2-5（スターパーキング前）,33.5880943,130.4224283,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124488,jp-fukuoka,후쿠오카,一平,一平,Ippei,food_place,official_yatai,https://yokanavi.com/yatai/124488/,福岡県福岡市博多区中洲4-1,33.5913596,130.4070801,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124490,jp-fukuoka,후쿠오카,のんきや,のんきや,Nonkiya,food_place,official_yatai,https://yokanavi.com/yatai/124490/,福岡県福岡市博多区中洲5-5（ファミリーマート前）,33.5943748,130.4035802,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124491,jp-fukuoka,후쿠오카,さんゆう,さんゆう,Sanyu,food_place,official_yatai,https://yokanavi.com/yatai/124491/,福岡県福岡市博多区中洲1-8（清流公園内）,33.5904806,130.4081838,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124492,jp-fukuoka,후쿠오카,大ちゃん,大ちゃん,Daichan,food_place,official_yatai,https://yokanavi.com/yatai/124492/,福岡県福岡市博多区中洲1-8（清流公園内）,33.5906616,130.4080669,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124493,jp-fukuoka,후쿠오카,紀文,紀文,Kibun,food_place,official_yatai,https://yokanavi.com/yatai/124493/,福岡県福岡市博多区中洲1-8（清流公園内）,33.5905481,130.4080086,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124494,jp-fukuoka,후쿠오카,司,司,Tsukasa,food_place,official_yatai,https://yokanavi.com/yatai/124494/,福岡県福岡市博多区中洲1-8（清流公園内）,33.5904987,130.4080992,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124495,jp-fukuoka,후쿠오카,たっちゃん,たっちゃん,Tatchan,food_place,official_yatai,https://yokanavi.com/yatai/124495/,福岡県福岡市博多区中洲1-8（清流公園内）,33.5903829,130.4082876,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124498,jp-fukuoka,후쿠오카,省ちゃん,省ちゃん,Shochan,food_place,official_yatai,https://yokanavi.com/yatai/124498/,福岡県福岡市博多区中洲1-8（清流公園内）,33.5899953,130.4088376,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124500,jp-fukuoka,후쿠오카,山幸,山幸,Yamako,food_place,official_yatai,https://yokanavi.com/yatai/124500/,福岡県福岡市博多区中洲1-8（清流公園内）,33.5901018,130.408694,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124501,jp-fukuoka,후쿠오카,純ちゃん,純ちゃん,Junchan,food_place,official_yatai,https://yokanavi.com/yatai/124501/,福岡県福岡市博多区石城町1-1（福岡銀行前）,33.6028154,130.4038121,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124506,jp-fukuoka,후쿠오카,Telas & mico,Telas & mico,Telas & mico,food_place,official_yatai,https://yokanavi.com/yatai/124506/,福岡県福岡市中央区渡辺通4-9（天神ロフト前）,33.5871419,130.4017123,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-124516,jp-fukuoka,후쿠오카,天神のりゅう太くん,天神のりゅう太くん,Tenjin no ryutakun,food_place,official_yatai,https://yokanavi.com/yatai/124516/,福岡県福岡市中央区天神1-12-20（日之出天神ビル前）,33.5922629,130.399307,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-161391,jp-fukuoka,후쿠오카,博多 赤之助,博多 赤之助,Akanosuke,food_place,official_yatai,https://yokanavi.com/yatai/161391/,福岡県福岡市博多区中洲1-8（清流公園内）,33.5901065,130.4088498,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-161392,jp-fukuoka,후쿠오카,ひょうたん,ひょうたん,Hyotan,food_place,official_yatai,https://yokanavi.com/yatai/161392/,福岡県福岡市博多区中洲中島町1,33.5949726,130.4034524,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-161393,jp-fukuoka,후쿠오카,KUROチャン,KUROチャン,KUROchan,food_place,official_yatai,https://yokanavi.com/yatai/161393/,福岡県福岡市博多区中洲中島町1,33.595028,130.4035052,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-161394,jp-fukuoka,후쿠오카,博多中洲屋台 交龍,博多中洲屋台 交龍,Koryu,food_place,official_yatai,https://yokanavi.com/yatai/161394/,福岡県福岡市博多区中洲4-1,33.5912656,130.4071713,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-161395,jp-fukuoka,후쿠오카,博多屋台 中洲十番,博多屋台 中洲十番,Nakasu juban,food_place,official_yatai,https://yokanavi.com/yatai/161395/,福岡県福岡市博多区中洲1-8（清流公園内）,33.5902997,130.4083795,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-161438,jp-fukuoka,후쿠오카,天神 屋台 あごだし亭きさいち,天神 屋台 あごだし亭きさいち,Agodashitei Kisaichi,food_place,official_yatai,https://yokanavi.com/yatai/161438/,福岡県福岡市中央区天神2-12-1,33.5915637,130.398532,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-161440,jp-fukuoka,후쿠오카,ジビエ料理屋台 情熱の千鳥足,ジビエ料理屋台 情熱の千鳥足,Jonetsu no chidoriashi,food_place,official_yatai,https://yokanavi.com/yatai/161440/,福岡県福岡市中央区渡辺通4-9,33.5870954,130.4017551,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-161441,jp-fukuoka,후쿠오카,レミさんち,レミさんち,Chez Remy,food_place,official_yatai,https://yokanavi.com/yatai/161441/,福岡県福岡市中央区渡辺通4-9,33.5870305,130.4017984,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-195675,jp-fukuoka,후쿠오카,megane coffee & spirits,megane coffee & spirits,megane coffee & spirits,food_place,official_yatai,https://yokanavi.com/yatai/195675/,福岡県福岡市中央区天神4-2-1,33.5931715,130.4007243,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-195686,jp-fukuoka,후쿠오카,ナカナカナカ,ナカナカナカ,Nakanakanaka,food_place,official_yatai,https://yokanavi.com/yatai/195686/,福岡県福岡市中央区天神2-1-1,33.5891361,130.3998866,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-197089,jp-fukuoka,후쿠오카,博多屋台よっちゃん,博多屋台よっちゃん,Yotchan,food_place,official_yatai,https://yokanavi.com/yatai/197089/,福岡県福岡市博多区中洲4-1,33.5913851,130.4070521,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-197096,jp-fukuoka,후쿠오카,たけちゃんfr司,たけちゃんfr司,Takechan fr Tsukasa,food_place,official_yatai,https://yokanavi.com/yatai/197096/,福岡県福岡市博多区中洲4-1,33.5913171,130.4071167,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-219040,jp-fukuoka,후쿠오카,El Bajon,El Bajon,El Bajon,food_place,official_yatai,https://yokanavi.com/yatai/219040/,福岡県福岡市中央区天神4-2-1,33.5931184,130.4006148,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-219042,jp-fukuoka,후쿠오카,HEROs屋台 蒸上,HEROs屋台 蒸上,Jojo,food_place,official_yatai,https://yokanavi.com/yatai/219042/,福岡県福岡市中央区天神4-2-1,33.5894973,130.4001316,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-219045,jp-fukuoka,후쿠오카,ばらかもん,ばらかもん,Barakamon,food_place,official_yatai,https://yokanavi.com/yatai/219045/,福岡県福岡市中央区天神2-13-1,33.5920208,130.3975979,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-219047,jp-fukuoka,후쿠오카,博多でかごっま屋台 酔っきー,博多でかごっま屋台 酔っきー,Yocky,food_place,official_yatai,https://yokanavi.com/yatai/219047/,福岡県福岡市中央区天神2-13-1,33.5920278,130.3976469,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-219049,jp-fukuoka,후쿠오카,あつまれ！ケンイチの森,あつまれ！ケンイチの森,Kennichi no mori,food_place,official_yatai,https://yokanavi.com/yatai/219049/,福岡県福岡市中央区天神2-13-1,33.5920656,130.3977884,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-234287,jp-fukuoka,후쿠오카,えんまんや,えんまんや,Enmanya,food_place,official_yatai,https://yokanavi.com/yatai/234287/,福岡県福岡市博多区中洲1-8（清流公園内）,33.5903481,130.408341,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-234291,jp-fukuoka,후쿠오카,ウルトラC,ウルトラC,ULTRA C,food_place,official_yatai,https://yokanavi.com/yatai/234291/,福岡県福岡市博多区中洲中島町1,33.5948739,130.4033585,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-234294,jp-fukuoka,후쿠오카,博多屋台 繋々,博多屋台 繋々,Tsunatsuna,food_place,official_yatai,https://yokanavi.com/yatai/234294/,福岡県福岡市博多区中洲中島町1,33.5949042,130.4033874,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-234298,jp-fukuoka,후쿠오카,炉端屋台 正,炉端屋台 正,Masa,food_place,official_yatai,https://yokanavi.com/yatai/234298/,福岡県福岡市中央区渡辺通4-6,33.5857805,130.4029592,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
official-fukuoka-yatai-234300,jp-fukuoka,후쿠오카,ひとつ屋根のした,ひとつ屋根のした,Hitotsu Yane no Shita,food_place,official_yatai,https://yokanavi.com/yatai/234300/,福岡県福岡市中央区天神2-1-1（福岡三越東側）,33.589103,130.3999564,food/yatai asset; excluded from first-pass tourism-spot analysis and retained for later food/partner analysis
